Prscrbr_Geo_Desc,Gnrc_Name,DY16
Alabama,Azelastine/Fluticasone,1739
Alabama,Azilsartan Med/Chlorthalidone,904
Alabama,Azilsartan Medoxomil,632
Alabama,Azithromycin,157250
Alabama,Aztreonam,198
Alabama,Aztreonam Lysine,57
Alabama,Bacitracin,1435
Alabama,Bacitracin/Polymyxin B Sulfate,998
Alabama,Baclofen,85525
Alabama,Balsalazide Disodium,2086
Alabama,Becaplermin,86
Alabama,Beclomethasone Dipropionate,5496
Alabama,Belimumab,118
Alabama,Benazepril Hcl,63394
Alabama,Benazepril/Hydrochlorothiazide,13989
Alabama,Benzonatate,89
Alabama,Benztropine Mesylate,43940
Alabama,Bepotastine Besilate,263
Alabama,Besifloxacin Hcl,2952
Alabama,Betameth Acet/Betamet Sod Phos,12
Alabama,Betamethasone Dipropionate,6874
Alabama,Betamethasone Valerate,3344
Alabama,Betamethasone/Propylene Glyc,3818
Alabama,Betaxolol Hcl,776
Alabama,Bethanechol Chloride,5153
Alabama,Bexarotene,97
Alabama,Bicalutamide,6943
Alabama,Bimatoprost,31346
Alabama,Bismuth/Metronid/Tetracycline,69
Alabama,Bisoprol/Hydrochlorothiazide,34438
Alabama,Bisoprolol Fumarate,29025
Alabama,Bortezomib,21
Alabama,Bosentan,592
Alabama,Bosutinib,82
Alabama,Brexpiprazole,1353
Alabama,Brimonidine Tartrate,31046
Alabama,Brimonidine Tartrate/Timolol,22309
Alabama,Brinzolamide,4749
Alabama,Brinzolamide/Brimonidine Tart,5610
Alabama,Brivaracetam,68
Alabama,Bromfenac Sodium,4401
Alabama,Bromocriptine Mesylate,1115
Alabama,Budesonide,6553
Alabama,Budesonide/Formoterol Fumarate,67359
Alabama,Bumetanide,38187
Alabama,Bupivacaine Hcl/Pf,19
Alabama,Buprenorphine,6008
Alabama,Buprenorphine Hcl,2190
Alabama,Buprenorphine Hcl/Naloxone Hcl,22155
Alabama,Bupropion Hbr,54
Alabama,Bupropion Hcl,115535
Alabama,Buspirone Hcl,77734
Alabama,Butalb/Acetaminophen/Caffeine,13013
Alabama,Butalbit/Acetamin/Caff/Codeine,1057
Alabama,Butalbital/Acetaminophen,514
Alabama,Butalbital/Aspirin/Caffeine,1192
Alabama,Butenafine Hcl,22
Alabama,Butoconazole Nitrate,26
Alabama,Butorphanol Tartrate,1878
Alabama,C1 Esterase Inhibitor,121
Alabama,Cabergoline,899
Alabama,Cabozantinib S-Malate,36
Alabama,Calcipotriene,958
Alabama,Calcipotriene/Betamethasone,161
Alabama,"Calcitonin,salmon,synthetic",4374
Alabama,Calcitriol,16094
Alabama,Calcium Acetate,11087
Alabama,Canagliflozin,30208
Alabama,Canagliflozin/Metformin Hcl,2551
Alabama,Candesartan Cilexetil,2803
Alabama,Candesartan/Hydrochlorothiazid,807
Alabama,Captopril,6015
Alabama,Captopril/Hydrochlorothiazide,592
Alabama,Carbamazepine,30230
Alabama,Carbidopa,308
Alabama,Carbidopa/Levodopa,53039
Alabama,Carbidopa/Levodopa/Entacapone,3315
Alabama,Carbinoxamine Maleate,164
Alabama,Cariprazine Hcl,473
Alabama,Carisoprodol,13553
Alabama,Carisoprodol/Aspirin,15
Alabama,Carteolol Hcl,264
Alabama,Carvedilol,405137
Alabama,Carvedilol Phosphate,2882
Alabama,Cefaclor,356
Alabama,Cefadroxil,1695
Alabama,Cefazolin Sodium,812
Alabama,"Cefazolin Sodium/Dextrose,iso",22
Alabama,Cefdinir,48562
Alabama,Cefepime Hcl,1185
Alabama,Cefepime In Iso-Osm Dextrose,33
Alabama,Cefixime,133
Alabama,Cefoxitin Sodium,56
Alabama,Cefpodoxime Proxetil,785
Alabama,Cefprozil,2825
Alabama,Ceftaroline Fosamil Acetate,107
Alabama,Ceftazidime,590
Alabama,Ceftibuten,22
Alabama,Ceftolozane/Tazobactam,25
Alabama,Ceftriaxone In Is-Osm Dextrose,151
Alabama,Ceftriaxone Sodium,10388
Alabama,Cefuroxime Axetil,28683
Alabama,Celecoxib,78980
Alabama,Cephalexin,108904
Alabama,Ceritinib,15
Alabama,Certolizumab Pegol,814
Alabama,Cetirizine Hcl,167
Alabama,Cevimeline Hcl,1629
Alabama,Chlorambucil,161
Alabama,Chlordiazepoxide Hcl,2247
Alabama,Chlordiazepoxide/Clidinium Br,251
Alabama,Chlorhexidine Gluconate,17787
Alabama,Chloroquine Phosphate,34
Alabama,Chlorothiazide,195
Alabama,Chlorpromazine Hcl,5486
Alabama,Chlorpropamide,20
Alabama,Chlorthalidone,38383
Alabama,Chlorzoxazone,1114
Alabama,Cholestyramine (With Sugar),7842
Alabama,Cholestyramine/Aspartame,3687
Alabama,Ciclesonide,199
Alabama,Ciclopirox,5892
Alabama,Ciclopirox Olamine,3802
Alabama,Cilostazol,19756
Alabama,Cimetidine,2640
Alabama,Cinacalcet Hcl,21300
Alabama,Ciprofloxacin,43
Alabama,Ciprofloxacin Hcl,134102
Alabama,Ciprofloxacin Hcl/Dexameth,3254
Alabama,Ciprofloxacin Lactate/D5w,48
Alabama,Ciprofloxacin/Ciprofloxa Hcl,104
Alabama,Ciprofloxacin/Hydrocortisone,208
Alabama,Citalopram Hydrobromide,217140
Alabama,Citric Ac/Gluconolact/Mag Carb,72
Alabama,Citric Acid/Sodium Citrate,63
Alabama,Clarithromycin,11024
Alabama,Clemastine Fumarate,129
Alabama,Clindamycin Hcl,49798
Alabama,Clindamycin Palmitate Hcl,145
Alabama,Clindamycin Phos/Benzoyl Perox,199
Alabama,Clindamycin Phosphate,5252
Alabama,Clobazam,687
Alabama,Clobetasol Propionate,25406
Alabama,Clobetasol Propionate/Emoll,1018
Alabama,Clocortolone Pivalate,60
Alabama,Clomipramine Hcl,1305
Alabama,Clonazepam,277389
Alabama,Clonidine,10728
Alabama,Clonidine Hcl,139176
Alabama,Clopidogrel Bisulfate,293416
Alabama,Clorazepate Dipotassium,7906
Alabama,Clotrimazole,5520
Alabama,Clotrimazole/Betamethasone Dip,23786
Alabama,Clozapine,8502
Alabama,Cobicistat,15
Alabama,Codeine Sulfate,233
Alabama,Codeine/Butalbital/Asa/Caffein,1012
Alabama,Colchicine,37588
Alabama,Colesevelam Hcl,12947
Alabama,Colestipol Hcl,7816
Alabama,Colistin (Colistimethate Na),36
Alabama,Collagenase Clostridium Hist.,5557
Alabama,Corticotropin,217
Alabama,Cortisone Acetate,36
Alabama,Crizotinib,85
Alabama,Crofelemer,18
Alabama,Cromolyn Sodium,431
Alabama,Crotamiton,36
Alabama,Cyclobenzaprine Hcl,79994
Alabama,Cyclopentolate Hcl,401
Alabama,Cyclophosphamide,164
Alabama,Cyclosporine,22775
Alabama,"Cyclosporine, Modified",1084
Alabama,Cyproheptadine Hcl,5741
Alabama,Dabigatran Etexilate Mesylate,23505
Alabama,Dabrafenib Mesylate,118
Alabama,Daclatasvir Dihydrochloride,135
Alabama,Daclizumab,12
Alabama,Dalbavancin Hcl,40
Alabama,Dalfampridine,1501
Alabama,Danazol,202
Alabama,Dantrolene Sodium,982
Alabama,Dapagliflozin Propanediol,3210
Alabama,Dapagliflozin/Metformin Hcl,336
Alabama,Dapsone,1689
Alabama,Daptomycin,1158
Alabama,Darbepoetin Alfa In Polysorbat,129
Alabama,Darifenacin Hydrobromide,1009
Alabama,Darunavir Ethanolate,4083
Alabama,Darunavir/Cobicistat,1321
Alabama,Dasatinib,608
Alabama,Deferasirox,448
Alabama,Delavirdine Mesylate,12
Alabama,Demeclocycline Hcl,342
Alabama,Denosumab,1979
Alabama,Desipramine Hcl,973
Alabama,Desloratadine,2003
Alabama,Desloratadine/Pseudoephedrine,45
Alabama,Desmopressin (Nonrefrigerated),258
Alabama,Desmopressin Acetate,2580
Alabama,Desog-E.Estradiol/E.Estradiol,160
Alabama,Desogestrel-Ethinyl Estradiol,375
Alabama,Desonide,4766
Alabama,Desoximetasone,4440
Alabama,Desvenlafaxine,39
Alabama,Desvenlafaxine Succinate,12451
Alabama,Dexamethasone,14916
Alabama,Dexamethasone Sod Phosphate,2027
Alabama,Dexlansoprazole,30173
Alabama,Dexmethylphenidate Hcl,950
Alabama,Dextroamphetamine Sulfate,1952
Alabama,Dextroamphetamine/Amphetamine,48388
Alabama,Dextromethorphan Hbr/Quinidine,15231
Alabama,Dextrose 5 % And 0.9 % Nacl,97
Alabama,Dextrose 5 % In Water,323
Alabama,Dextrose 5 %-0.45 % Sod Chlord,339
Alabama,Dextrose 5%-Lactated Ringers,53
Alabama,Dextrose 50 % In Water,26
Alabama,Dextrose 70 % In Water,710
Alabama,Diazepam,83836
Alabama,Diazoxide,34
Alabama,Diclofenac Epolamine,644
Alabama,Diclofenac Potassium,6529
Alabama,Diclofenac Sodium,99845
Alabama,Diclofenac Sodium/Misoprostol,2332
Alabama,Diclofenac Submicronized,485
Alabama,Dicloxacillin Sodium,495
Alabama,Dicyclomine Hcl,47269
Alabama,Didanosine,102
Alabama,Diflorasone Diacetate,158
Alabama,Diflunisal,340
Alabama,Difluprednate,15894
Alabama,Digoxin,71894
Alabama,Dihydroergotamine Mesylate,74
Alabama,Diltiazem Hcl,152755
Alabama,Dimethyl Fumarate,1950
Alabama,Dimethyl Sulfoxide,18
Alabama,"Diph,pertuss(Acell),tet Vac/Pf",2561
Alabama,Diphenhydramine Hcl,762
Alabama,Diphenoxylate Hcl/Atropine,22214
Alabama,"Diphth,pertuss(Acell),tet Vac",3520
Alabama,Dipyridamole,1125
Alabama,Disopyramide Phosphate,237
Alabama,Disulfiram,238
Alabama,Divalproex Sodium,89631
Alabama,Dofetilide,1561
Alabama,Dolutegravir Sodium,3440
Alabama,Donepezil Hcl,175705
Alabama,Dorzolamide Hcl,10023
Alabama,Dorzolamide Hcl/Timolol Maleat,31937
Alabama,Dorzolamide/Timolol/Pf,345
Alabama,Doxazosin Mesylate,44844
Alabama,Doxepin Hcl,30917
Alabama,Doxercalciferol,45
Alabama,Doxycycline Calcium,15
Alabama,Doxycycline Hyclate,76093
Alabama,Doxycycline Monohydrate,17391
Alabama,Dronabinol,2872
Alabama,Dronedarone Hcl,10633
Alabama,Drospirenone/Estradiol,34
Alabama,Droxidopa,251
Alabama,Dulaglutide,8226
Alabama,Duloxetine Hcl,200043
Alabama,Dutasteride,17219
Alabama,Dutasteride/Tamsulosin Hcl,3157
Alabama,Econazole Nitrate,3181
Alabama,Edoxaban Tosylate,289
Alabama,Efavirenz,1176
Alabama,Efavirenz/Emtricitab/Tenofovir,3398
Alabama,Efinaconazole,531
Alabama,Elbasvir/Grazoprevir,115
Alabama,Eletriptan Hbr,1095
Alabama,Eltrombopag Olamine,368
Alabama,Eluxadoline,430
Alabama,Elviteg/Cobi/Emtric/Tenofo Ala,819
Alabama,Elviteg/Cobi/Emtric/Tenofo Dis,1337
Alabama,Empagliflozin,3780
Alabama,Empagliflozin/Linagliptin,520
Alabama,Empagliflozin/Metformin Hcl,110
Alabama,Emtricita/Rilpivirine/Tenof Df,529
Alabama,Emtricitab/Rilpiviri/Tenof Ala,226
Alabama,Emtricitabine,297
Alabama,Emtricitabine/Tenofov Alafenam,639
Alabama,Emtricitabine/Tenofovir (Tdf),5961
Alabama,Enalapril Maleate,60632
Alabama,Enalapril/Hydrochlorothiazide,6023
Alabama,Enfuvirtide,24
Alabama,Enoxaparin Sodium,8341
Alabama,Entacapone,2132
Alabama,Entecavir,298
Alabama,Enzalutamide,1685
Alabama,Epinastine Hcl,1378
Alabama,Epinephrine,3966
Alabama,Eplerenone,2216
Alabama,Epoetin Alfa,684
Alabama,Eprosartan Mesylate,23
Alabama,Ergocalciferol (Vitamin D2),333
Alabama,Ergoloid Mesylates,18
Alabama,Ergotamine Tartrate/Caffeine,14
Alabama,Erlotinib Hcl,789
Alabama,Ertapenem Sodium,1489
Alabama,Erythromycin Base,11520
Alabama,Erythromycin Base/Ethanol,232
Alabama,Erythromycin Ethylsuccinate,181
Alabama,Erythromycin Stearate,219
Alabama,Erythromycin/Benzoyl Peroxide,109
Alabama,Escitalopram Oxalate,195836
Alabama,Eslicarbazepine Acetate,1156
Alabama,Esomeprazole Magnesium,141491
Alabama,Estazolam,181
Alabama,Estradiol,78884
Alabama,Estradiol Acetate,155
Alabama,Estradiol Cypionate,275
Alabama,Estradiol Valerate,160
Alabama,Estradiol/Levonorgestrel,55
Alabama,Estradiol/Norethindrone Acet,2807
Alabama,Estradiol/Norgestimate,25
Alabama,"Estrogen,con/M-Progest Acet",3152
Alabama,"Estrogens, Conjugated",26900
Alabama,"Estrogens,conj.,synthetic B",45
Alabama,"Estrogens,conj/Bazedoxifene",115
Alabama,"Estrogens,esterified",460
Alabama,Estropipate,1057
Alabama,Eszopiclone,8236
Alabama,Etanercept,5710
Alabama,Ethacrynic Acid,97
Alabama,Ethambutol Hcl,1225
Alabama,Ethinyl Estradiol/Drospirenone,392
Alabama,Ethosuximide,166
Alabama,Ethynodiol D-Ethinyl Estradiol,107
Alabama,Etodolac,16992
Alabama,Etonogestrel/Ethinyl Estradiol,76
Alabama,Etravirine,772
Alabama,Everolimus,472
Alabama,Evolocumab,819
Alabama,Exemestane,4993
Alabama,Exenatide,2372
Alabama,Exenatide Microspheres,7296
Alabama,Ezetimibe,69933
Alabama,Ezetimibe/Simvastatin,10224
Alabama,Ezogabine,94
Alabama,Famciclovir,3622
Alabama,Famotidine,75840
Alabama,Famotidine/Pf,43
Alabama,Fat Emulsions,283
Alabama,Febuxostat,13697
Alabama,Felbamate,576
Alabama,Felodipine,13802
Alabama,Fenofibrate,64898
Alabama,Fenofibrate Nanocrystallized,38582
Alabama,"Fenofibrate,micronized",16186
Alabama,Fenofibric Acid,155
Alabama,Fenofibric Acid (Choline),10711
Alabama,Fenoprofen Calcium,285
Alabama,Fentanyl,59736
Alabama,Fentanyl Citrate,29
Alabama,Ferric Citrate,680
Alabama,Fesoterodine Fumarate,6366
Alabama,Fidaxomicin,127
Alabama,Filgrastim,143
Alabama,Finasteride,71121
Alabama,Fingolimod Hcl,964
Alabama,Flavoxate Hcl,613
Alabama,Flecainide Acetate,18592
Alabama,Fluconazole,98396
Alabama,"Fluconazole In Nacl,iso-Osm",74
Alabama,Flucytosine,16
Alabama,Fludrocortisone Acetate,10005
Alabama,Flunisolide,1038
Alabama,Fluocinolone Acetonide,1175
Alabama,Fluocinolone Acetonide Oil,1297
Alabama,Fluocinolone/Shower Cap,552
Alabama,Fluocinonide,12330
Alabama,Fluocinonide/Emollient Base,388
Alabama,Fluorometholone,8117
Alabama,Fluorometholone Acetate,41
Alabama,Fluorouracil,6623
Alabama,Fluoxetine Hcl,119603
Alabama,Fluphenazine Decanoate,3210
Alabama,Fluphenazine Hcl,6058
Alabama,Flurazepam Hcl,316
Alabama,Flurbiprofen,1207
Alabama,Flurbiprofen Sodium,1355
Alabama,Flutamide,114
Alabama,Fluticasone Furoate,803
Alabama,Fluticasone Propionate,229334
Alabama,Fluticasone/Salmeterol,71332
Alabama,Fluticasone/Vilanterol,20750
Alabama,Fluvastatin Sodium,663
Alabama,Fluvoxamine Maleate,4545
Alabama,Folic Acid,173
Alabama,Fondaparinux Sodium,150
Alabama,Formoterol Fumarate,552
Alabama,Fosamprenavir Calcium,134
Alabama,Fosfomycin Tromethamine,291
Alabama,Fosinopril Sodium,17315
Alabama,Fosinopril/Hydrochlorothiazide,1370
Alabama,Frovatriptan Succinate,179
Alabama,Fulvestrant,15
Alabama,Furosemide,511000
Alabama,Gabapentin,594235
Alabama,Gabapentin Enacarbil,495
Alabama,Galantamine Hbr,5423
Alabama,Ganciclovir,231
Alabama,Gatifloxacin,294
Alabama,Gefitinib,32
Alabama,Gemfibrozil,30400
Alabama,Gentamicin Sulfate,10147
Alabama,Glatiramer Acetate,2562
Alabama,Glimepiride,146539
Alabama,Glipizide,125880
Alabama,Glipizide/Metformin Hcl,8633
Alabama,"Glucagon,human Recombinant",2288
Alabama,Glyburide,5401
Alabama,"Glyburide,micronized",418
Alabama,Glyburide/Metformin Hcl,3436
Alabama,Glycopyrrolate,4143
Alabama,Golimumab,453
Alabama,Granisetron,369
Alabama,Granisetron Hcl,56
Alabama,Griseofulvin Ultramicrosize,101
Alabama,"Griseofulvin, Microsize",203
Alabama,Guanfacine Hcl,2191
Alabama,Halcinonide,66
Alabama,Halobetasol Propionate,1810
Alabama,Haloperidol,20117
Alabama,Haloperidol Decanoate,6896
Alabama,Haloperidol Lactate,876
Alabama,"Heparin Sodium,porcine",160
Alabama,Hepatitis A And B Vaccine/Pf,180
Alabama,Hepatitis A Virus Vaccine/Pf,163
Alabama,Hepatitis B Virus Vaccine/Pf,17
Alabama,Hpv Vaccine 9-Valent/Pf,12
Alabama,Hydralazine Hcl,114956
Alabama,Hydrochlorothiazide,292575
Alabama,Hydrocodone Bitartrate,1439
Alabama,Hydrocodone/Acetaminophen,1082338
Alabama,Hydrocodone/Ibuprofen,7421
Alabama,Hydrocortisone,24566
Alabama,Hydrocortisone Acetate,16
Alabama,Hydrocortisone Butyrate,437
Alabama,Hydrocortisone Butyrate/Emoll,78
Alabama,Hydrocortisone Sod Succinate,11
Alabama,Hydrocortisone Sodium Succ/Pf,65
Alabama,Hydrocortisone Valerate,1360
Alabama,Hydrocortisone/Acetic Acid,507
Alabama,Hydrocortisone/Pramoxine,142
Alabama,Hydromorphone Hcl,13135
Alabama,Hydroxychloroquine Sulfate,48879
Alabama,Hydroxyprogesterone Caproat/Pf,14
Alabama,Hydroxyprogesterone Caproate,34
Alabama,Hydroxypropyl Cellulose,62
Alabama,Hydroxyurea,5641
Alabama,Hydroxyzine Hcl,21696
Alabama,Hydroxyzine Pamoate,11377
Alabama,Hyoscyamine Sulfate,1733
Alabama,Ibandronate Sodium,11971
Alabama,Ibrutinib,1564
Alabama,Ibuprofen,77886
Alabama,Ibuprofen/Famotidine,442
Alabama,Icatibant Acetate,169
Alabama,Icosapent Ethyl,4846
Alabama,Idelalisib,57
Alabama,"Igg/Hyaluronidase,recombinant",60
Alabama,Iloperidone,649
Alabama,Imatinib Mesylate,2280
Alabama,Imiglucerase,21
Alabama,Imipenem/Cilastatin Sodium,97
Alabama,Imipramine Hcl,6192
Alabama,Imipramine Pamoate,157
Alabama,Imiquimod,1227
Alabama,Immun Glob G(Igg)/Gly/Iga Ov50,932
Alabama,Immun Glob G(Igg)/Pro/Iga 0-50,516
Alabama,Immun Glob G/Sorb/Gly/Iga 0-50,302
Alabama,Immun Globg(Igg)/Malt/Iga Ov50,103
Alabama,Immun Globg(Igg)/Sucr/Iga Ov50,31
Alabama,Immune Globul G/Gly/Iga Avg 46,722
Alabama,Indacaterol Maleate,27
Alabama,Indapamide,13852
Alabama,Indinavir Sulfate,22
Alabama,Indomethacin,4286
Alabama,"Indomethacin, Submicronized",13
Alabama,Infliximab,149
Alabama,Ingenol Mebutate,102
Alabama,Insulin Aspart,43622
Alabama,Insulin Aspart Prot/Insuln Asp,16848
Alabama,Insulin Degludec,4743
Alabama,Insulin Detemir,68154
Alabama,"Insulin Glargine,hum.Rec.Anlog",145062
Alabama,Insulin Glulisine,960
Alabama,Insulin Lispro,50061
Alabama,Insulin Lispro Protamin/Lispro,17109
Alabama,Insulin Nph Hum/Reg Insulin Hm,42000
Alabama,Insulin Nph Human Isophane,9987
Alabama,Insulin Pump Cartridge,11
Alabama,"Insulin Regular, Human",17432
Alabama,"Interferon Alfa-2b,recomb.",26
Alabama,Interferon Beta-1a,1361
Alabama,Interferon Beta-1a/Albumin,1136
Alabama,Interferon Beta-1b,1185
Alabama,Ipratropium Bromide,20684
Alabama,Ipratropium/Albuterol Sulfate,34826
Alabama,Irbesartan,26003
Alabama,Irbesartan/Hydrochlorothiazide,7592
Alabama,Isavuconazonium Sulfate,20
Alabama,Isoniazid,531
Alabama,Isosorbibe Dinit/Hydralazine,2240
Alabama,Isosorbide Dinitrate,21344
Alabama,Isosorbide Mononitrate,111908
Alabama,Isotretinoin,175
Alabama,Isradipine,428
Alabama,Itraconazole,541
Alabama,Ivabradine Hcl,356
Alabama,Ivacaftor,29
Alabama,Ivermectin,1286
Alabama,Ixazomib Citrate,146
Alabama,Ixekizumab,13
Alabama,Ketoconazole,28138
Alabama,Ketoprofen,447
Alabama,Ketorolac Tromethamine,15507
Alabama,L-Norgest/E.Estradiol-E.Estrad,110
Alabama,Labetalol Hcl,25181
Alabama,Lacosamide,14894
Alabama,Lactulose,28719
Alabama,Lamivudine,1000
Alabama,Lamivudine/Zidovudine,923
Alabama,Lamotrigine,55897
Alabama,Lanreotide Acetate,42
Alabama,Lansoprazole,33516
Alabama,Lansoprazole/Amoxiciln/Clarith,213
Alabama,Lanthanum Carbonate,1053
Alabama,Lapatinib Ditosylate,135
Alabama,Latanoprost,141962
Alabama,Ledipasvir/Sofosbuvir,1945
Alabama,Leflunomide,7099
Alabama,Lenalidomide,3672
Alabama,Lenvatinib Mesylate,52
Alabama,Letrozole,16397
Alabama,Leucovorin Calcium,1517
Alabama,Leuprolide Acetate,191
Alabama,Levalbuterol Hcl,481
Alabama,Levalbuterol Tartrate,3233
Alabama,Levetiracetam,72636
Alabama,Levobunolol Hcl,1898
Alabama,Levocarnitine,245
Alabama,Levocarnitine (With Sugar),39
Alabama,Levocetirizine Dihydrochloride,69319
Alabama,Levofloxacin,117595
Alabama,Levofloxacin/D5w,411
Alabama,Levomilnacipran Hcl,2219
Alabama,Levonorgestrel-Ethin Estradiol,892
Alabama,Levorphanol Tartrate,75
Alabama,Levothyroxine Sodium,756405
Alabama,Lidocaine,29667
Alabama,Lidocaine Hcl,12121
Alabama,Lidocaine Hcl/Pf,1256
Alabama,Lidocaine/Hydrocortisone Ac,11
Alabama,Lidocaine/Prilocaine,21861
Alabama,Lidocaine/Tetracaine,71
Alabama,Lifitegrast,201
Alabama,Linaclotide,30526
Alabama,Linagliptin,24549
Alabama,Linagliptin/Metformin Hcl,2204
Alabama,Lincomycin Hcl,11
Alabama,Lindane,80
Alabama,Linezolid,852
Alabama,Linezolid-0.9% Sodium Chloride,17
Alabama,Liothyronine Sodium,5068
Alabama,Lipase/Protease/Amylase,6831
Alabama,Liraglutide,27643
Alabama,Lisdexamfetamine Dimesylate,3501
Alabama,Lisinopril,588963
Alabama,Lisinopril/Hydrochlorothiazide,178314
Alabama,Lithium Carbonate,18296
Alabama,Lithium Citrate,60
Alabama,Lomitapide Mesylate,51
Alabama,Lomustine,33
Alabama,Loperamide Hcl,5970
Alabama,Lopinavir/Ritonavir,556
Alabama,Lorazepam,186817
Alabama,Losartan Potassium,379299
Alabama,Losartan/Hydrochlorothiazide,175038
Alabama,Loteprednol Etabonate,6984
Alabama,Lovastatin,72383
Alabama,Loxapine Succinate,2884
Alabama,Lubiprostone,21536
Alabama,Luliconazole,23
Alabama,Lumacaftor/Ivacaftor,49
Alabama,Lurasidone Hcl,10499
Alabama,Macitentan,791
Alabama,Magnesium Sulfate,76
Alabama,Magnesium Sulfate In Water,34
Alabama,Malathion,78
Alabama,Maprotiline Hcl,100
Alabama,Maraviroc,183
Alabama,"Measles,mumps,rubella Vacc/Pf",20
Alabama,Mebendazole,15
Alabama,Mecamylamine Hcl,23
Alabama,Mechlorethamine Hcl,46
Alabama,Meclizine Hcl,69128
Alabama,Medroxyprogesterone Acetate,11208
Alabama,Mefenamic Acid,11
Alabama,Mefloquine Hcl,121
Alabama,Megestrol Acetate,15006
Alabama,Meloxicam,356927
Alabama,"Meloxicam, Submicronized",29
Alabama,Memantine Hcl,125958
Alabama,Memantine Hcl/Donepezil Hcl,4373
Alabama,"Mening Vac A,c,y,w-135 Dip/Pf",18
Alabama,Meperidine Hcl,1312
Alabama,Mepolizumab,30
Alabama,Meprobamate,32
Alabama,Mercaptopurine,542
Alabama,Meropenem,1314
Alabama,Meropenem-0.9% Sodium Chloride,50
Alabama,Mesalamine,9587
Alabama,Mesalamine W/Cleansing Wipes,51
Alabama,Metaproterenol Sulfate,23
Alabama,Metaxalone,2164
Alabama,Metformin Hcl,540581
