Prscrbr_Geo_Desc,Gnrc_Name,Tot_Clms
National,Clonidine Hcl,7558
National,Clopidogrel Bisulfate,13401182
National,Clorazepate Dipotassium,199237
National,Clotrimazole,857714
National,Clotrimazole/Betamethasone Dip,1604477
National,Clozapine,1178957
National,Clozapine,45380
National,Clozapine,11723
National,Artemether/Lumefantrine,325
National,Codeine Sulfate,16921
National,Balsalazide Disodium,115
National,Colchicine,814555
National,Colchicine,481982
National,Colesevelam Hcl,227820
National,Colestipol Hcl,1020
National,Colestipol Hcl,390005
National,Colistin (Colistimethate Na),5189
National,Colistin (Colistimethate Na),43
National,Neomyc/Colist/Hydrocort/Thonzn,76
National,"Peg3350/Sod Sulf,bicarb,cl/Kcl",2713
National,Brimonidine Tartrate/Timolol,1229727
National,Estradiol/Norethindrone Acet,10665
National,Ipratropium/Albuterol Sulfate,930839
National,Lamivudine/Zidovudine,364
National,Cabozantinib S-Malate,561
National,"Syring-Needl,disp,insul,0.3 Ml",7736
National,"Syringe And Needle,insulin,1ml",37830
National,"Syringe-Needle,insulin,0.5 Ml",26965
National,"Pen Needle, Diabetic",316594
National,Emtricita/Rilpivirine/Tenof Df,11433
National,Pnv Cmb 52/Iron/Fa/Omega-3/Dha,120
National,Prenatal Vit 14/Iron Fum/Folic,102
National,Prochlorperazine,9566
National,Entacapone,233
National,Mvn-Min75/Iron/Iron Ps/Om3/Dha,201
National,Mvn-Min 74/Iron Fum/Iron/Fa,41
National,Methylphenidate Hcl,9638
National,Podofilox,583
National,Lactulose,144619
National,Naltrexone Hcl/Bupropion Hcl,182
National,Tramadol Hcl,207
National,Glatiramer Acetate,107915
National,Duvelisib,1048
National,Flurandrenolide,4930
National,Carvedilol,3839
National,Carvedilol Phosphate,23113
National,Nadolol,2146
National,Ivabradine Hcl,41901
National,Hydrocortisone,5772
National,Hydrocortisone,51
National,Hydrocortisone Acetate,18
National,Cortisone Acetate,2426
National,Neomyc/Bacit/Polymyx/Hydrocort,17
National,Neomycin/Polymyxin B/Hydrocort,11
National,Neomyc/Colist/Hydrocort/Thonzn,9784
National,Secukinumab,8273
National,Secukinumab,15263
National,Secukinumab,77211
National,Secukinumab,3077
National,Dorzolamide Hcl/Timolol Maleat,1875
National,Dorzolamide/Timolol/Pf,35001
National,Cobimetinib Fumarate,720
National,Methylphenidate,133
National,Warfarin Sodium,95040
National,Losartan Potassium,22973
National,Lipase/Protease/Amylase,743746
National,Isavuconazonium Sulfate,10209
National,Rosuvastatin Calcium,100379
National,"Progesterone, Micronized",154
National,Indinavir Sulfate,348
National,Cromolyn Sodium,98799
National,Norgestrel-Ethinyl Estradiol,12222
National,Burosumab-Twza,904
National,Daptomycin,211
National,Daptomycin,320
National,Penicillamine,257
National,Gauze Bandage,15
National,Gauze Bandage,123
National,Alcohol Antiseptic Pads,5848
National,Immun Glob G(Igg)-Hipp/Maltose,148
National,Immun Glob G(Igg)/Gly/Iga Ov50,2584
National,Glycopyrrolate,2982
National,Cyanocobalamin (Vitamin B-12),11333
National,Norethindrone-Ethin. Estradiol,1073
National,Cyclobenzaprine Hcl,5593317
National,Cyclobenzaprine Hcl,3375
National,Cyclopentolate Hcl,322
National,Cyclopentolate Hcl,19455
National,Cyclophosphamide,6356
National,Cycloserine,48
National,Bromocriptine Mesylate,5351
National,Cyclosporine,12861
National,"Cyclosporine, Modified",48821
National,Duloxetine Hcl,38742
National,Cyproheptadine Hcl,199902
National,Ramucirumab,271
National,Desogestrel-Ethinyl Estradiol,87
National,Betaine,1037
National,Cysteamine Hcl,22
National,Cysteamine Bitartrate,128
National,Cysteamine Hcl,364
National,Cytarabine,50
National,Cytarabine/Pf,276
National,Cytomegalovirus Immune Globuln,49
National,Liothyronine Sodium,12920
National,Misoprostol,32
National,Potassium Citrate/Citric Acid,14
National,Dacarbazine,43
National,Dalfampridine,101545
National,Roflumilast,371348
National,Dalbavancin Hcl,1451
National,Danazol,8834
National,Dantrolene Sodium,134
National,Dantrolene Sodium,46078
National,Dapsone,106713
National,"Diph,pertuss(Acell),tet Ped/Pf",231
National,Daptomycin,73104
National,Pyrimethamine,729
National,Darifenacin Hydrobromide,50704
National,Daratumumab,1858
National,Daratumumab-Hyaluronidase-Fihj,308
National,Norethindrone-Ethin. Estradiol,4269
National,Glasdegib Maleate,352
National,Oxaprozin,183
National,L-Norgest/E.Estradiol-E.Estrad,1122
National,Methylphenidate,1358
National,Lemborexant,4123
National,Desmopressin (Nonrefrigerated),200
National,Desmopressin Acetate,580
National,Norethindrone,2435
National,Dexamethasone,28
National,Decitabine,193
National,Deferasirox,12484
National,Deferoxamine Mesylate,403
National,Estradiol Valerate,1364
National,Doravirine/Lamivu/Tenofov Diso,2492
National,Mesalamine,7336
National,Demeclocycline Hcl,16231
National,Meperidine Hcl/Pf,399
National,Metyrosine,117
National,Penciclovir,7166
National,Fluoride (Sodium),50393
National,Fluoride (Sodium),16042
National,Divalproex Sodium,23321
National,Divalproex Sodium,32042
National,Divalproex Sodium,7157
National,Penicillamine,86
National,Estradiol Cypionate,8804
National,Methylprednisolone Acetate,1907
National,Medroxyprogesterone Acetate,566
National,Medroxyprogesterone Acetate,370
National,Testosterone Cypionate,14456
National,Fluocinolone Acetonide,301
National,Fluocinolone/Shower Cap,683
National,Gauze Bandage,22
National,Fluocinolone Acetonide Oil,982
National,Emtricitabine/Tenofov Alafenam,277996
National,Desipramine Hcl,68351
National,Desloratadine,134958
National,Desmopressin (Nonrefrigerated),22631
National,Desmopressin Acetate,197457
National,Desog-E.Estradiol/E.Estradiol,1922
National,Desogestrel-Ethinyl Estradiol,80
National,Desonide,380
National,Desonide,155921
National,Desoximetasone,77933
National,Methamphetamine Hcl,94
National,Desvenlafaxine,9879
National,Desvenlafaxine Succinate,668974
National,Tolterodine Tartrate,350
