Prscrbr_Geo_Desc,Gnrc_Name,DY21
National,Prenatal Vit 14/Iron Fum/Folic,66
National,Prochlorperazine,8557
National,Entacapone,96
National,Mvn-Min75/Iron/Iron Ps/Om3/Dha,41
National,Methylphenidate Hcl,10190
National,Podofilox,561
National,Lactulose,168799
National,Naltrexone Hcl/Bupropion Hcl,288
National,Tramadol Hcl,160
National,Glatiramer Acetate,82863
National,Duvelisib,1022
National,Flurandrenolide,4180
National,Carvedilol,3883
National,Carvedilol Phosphate,17874
National,Nadolol,1841
National,Ivabradine Hcl,44901
National,Hydrocortisone,3978
National,Hydrocortisone,68
National,Hydrocortisone Acetate,467
National,Cortisone Acetate,339
National,Neomyc/Colist/Hydrocort/Thonzn,9266
National,Secukinumab,9215
National,Secukinumab,16461
National,Secukinumab,90902
National,Secukinumab,3094
National,Dorzolamide Hcl/Timolol Maleat,2026
National,Dorzolamide/Timolol/Pf,24267
National,Cobimetinib Fumarate,920
National,Methylphenidate,160
National,Losartan Potassium,18474
National,Lipase/Protease/Amylase,769540
National,Isavuconazonium Sulfate,10606
National,Rosuvastatin Calcium,81876
National,"Progesterone, Micronized",146
National,Indinavir Sulfate,19
National,Cromolyn Sodium,89893
National,Norgestrel-Ethinyl Estradiol,11020
National,Burosumab-Twza,1224
National,Daptomycin,49
National,Daptomycin,168
National,Penicillamine,106
National,Gauze Bandage,26
National,Gauze Bandage,123
National,Alcohol Antiseptic Pads,4637
National,Immun Glob G(Igg)-Hipp/Maltose,414
National,Immun Glob G(Igg)/Gly/Iga Ov50,2846
National,Glycopyrrolate,2811
National,Cyanocobalamin (Vitamin B-12),186552
National,Norethindrone-Ethin. Estradiol,464
National,Cyclobenzaprine Hcl,5936674
National,Cyclobenzaprine Hcl,3847
National,Cyclopentolate Hcl,344
National,Cyclopentolate/Phenylephrine,16
National,Cyclopentolate Hcl,14099
National,Cyclophosphamide,6093
National,Cycloserine,39
National,Bromocriptine Mesylate,4611
National,Cyclosporine,13280
National,"Cyclosporine, Modified",45353
National,Duloxetine Hcl,33478
National,Cyproheptadine Hcl,200739
National,Ramucirumab,294
National,Desogestrel-Ethinyl Estradiol,102
National,Betaine,1061
National,Cysteamine Hcl,366
National,Cysteamine Bitartrate,86
National,Cytarabine,36
National,Cytarabine/Pf,217
National,Cytomegalovirus Immune Globuln,28
National,Liothyronine Sodium,11199
National,Misoprostol,67
National,Dacarbazine,29
National,Dalfampridine,105112
National,Roflumilast,347443
National,Dalbavancin Hcl,1799
National,Danazol,8341
National,Dantrolene Sodium,141
National,Dantrolene Sodium,44051
National,Dapsone,99856
National,"Diph,pertuss(Acell),tet Ped/Pf",297
National,Daptomycin,93593
National,Pyrimethamine,259
National,Darifenacin Hydrobromide,47391
National,Daratumumab,1456
National,Daratumumab-Hyaluronidase-Fihj,1160
National,Norethindrone-Ethin. Estradiol,3431
National,Glasdegib Maleate,242
National,Oxaprozin,166
National,L-Norgest/E.Estradiol-E.Estrad,891
National,Methylphenidate,1441
National,Lemborexant,28655
National,Desmopressin Acetate,416
National,Norethindrone,2294
National,Decitabine,296
National,Deferasirox,16291
National,Deferiprone,294
National,Deferoxamine Mesylate,435
National,Estradiol Valerate,1303
National,Doravirine/Lamivu/Tenofov Diso,3264
National,Mesalamine,2797
National,Demeclocycline Hcl,13942
National,Meperidine Hcl,16
National,Meperidine Hcl/Pf,150
National,Metyrosine,39
National,Penciclovir,5864
National,Fluoride (Sodium),53446
National,Fluoride (Sodium),17097
National,Divalproex Sodium,20515
National,Divalproex Sodium,28600
National,Divalproex Sodium,6997
National,Penicillamine,32
National,Estradiol Cypionate,8530
National,Methylprednisolone Acetate,1054
National,Medroxyprogesterone Acetate,196
National,Medroxyprogesterone Acetate,445
National,Testosterone Cypionate,10207
National,Fluocinolone Acetonide,257
National,Fluocinolone/Shower Cap,524
National,Gauze Bandage,19
National,Fluocinolone Acetonide Oil,1022
National,Emtricitabine/Tenofov Alafenam,269358
National,Deferoxamine Mesylate,14
National,Desipramine Hcl,64003
National,Desloratadine,118429
National,Desmopressin (Nonrefrigerated),21907
National,Desmopressin Acetate,189861
National,Desog-E.Estradiol/E.Estradiol,1259
National,Desogestrel-Ethinyl Estradiol,22
National,Desonide,34
National,Desonide,144229
National,Desoximetasone,71846
National,Methamphetamine Hcl,56
National,Desvenlafaxine,10792
National,Desvenlafaxine Succinate,703661
National,Tolterodine Tartrate,300
National,Tolterodine Tartrate,2883
National,Dexamethasone,11
National,Dexamethasone,1504343
National,Dexamethasone,2036
National,Dexamethasone Sodium Phosp/Pf,2514
National,Dexamethasone Sodium Phosphate,87072
National,Dextroamphetamine Sulfate,1183
National,Dexlansoprazole,1292710
National,Dexmethylphenidate Hcl,21270
National,Dexmethylphenidate Hcl,34866
National,Dextroamphetamine Sulfate,54944
National,Dextroamphetamine Sulfate,40894
National,Dextroamphetamine/Amphetamine,581623
National,Dextroamphetamine/Amphetamine,1501447
National,Dextrose 10 % And 0.45 % Nacl,63
National,Dextrose 5 %-0.2 % Sod Chlorid,168
