Prscrbr_Geo_Desc,Gnrc_Name,Tot_Clms
National,Rosiglitazone Maleate,"2,989"
National,Irbesartan,"13,092"
National,Bevacizumab,"3,957"
National,Sulfanilamide,106
National,Testosterone Undecanoate,444
National,Moxifloxacin Hcl,266
National,Moxifloxacin In Nacl (Iso-Osm),233
National,Levonorgestrel-Ethin Estradiol,"9,585"
National,Tretinoin,75
National,Dutasteride,"23,303"
National,Interferon Beta-1a,"41,797"
National,Interferon Beta-1a/Albumin,"4,981"
National,Interferon Beta-1a,"47,043"
National,Ceftazidime/Avibactam,763
National,Almotriptan Malate,239
National,Testosterone,"22,118"
National,Norethindrone Acetate,54
National,Azacitidine,876
National,Aztreonam,"1,335"
National,Aztreonam/Dextrose-Water,605
National,Azathioprine,"1,919"
National,Azithromycin,"30,766"
National,Azathioprine,"4,46,746"
National,Azelastine Hcl,"15,20,831"
National,Azelaic Acid,"2,931"
National,Rasagiline Mesylate,"72,165"
National,Azithromycin,"84,00,315"
National,Brinzolamide,"4,05,148"
National,Amlodipine Bes/Olmesartan Med,"34,329"
National,Aztreonam,"5,085"
National,Sulfasalazine,"1,090"
National,Desog-E.Estradiol/E.Estradiol,"2,330"
National,Alcohol Antiseptic Pads,668
National,Bacitracin,"1,31,077"
National,Bacitracin/Polymyxin B Sulfate,"22,922"
National,Baclofen,"44,21,025"
National,Sulfamethoxazole/Trimethoprim,50
National,Sulfamethoxazole/Trimethoprim,341
National,Mupirocin Calcium,54
National,Mupirocin Calcium,295
National,Balsalazide Disodium,"1,22,844"
National,Norethindrone-Ethinyl Estrad,"2,168"
National,Gauze Bandage,122
National,Rufinamide,"26,465"
National,Entecavir,"4,850"
National,"Insulin Glargine,hum.Rec.Anlog","56,905"
National,Bcg Live,900
National,"Bcg Vaccine, Live/Pf",44
National,"Syringe And Needle,insulin,1ml",46
National,"Syring-Needl,disp,insul,0.3 Ml",38
National,"Syringe And Needle,insulin,1ml",48
National,"Syringe-Needle,insulin,0.5 Ml",172
National,"Syring-Needl,disp,insul,0.3 Ml",681
National,"Syringe And Needle,insulin,1ml","1,759"
National,"Syringe-Needle,insulin,0.5 Ml","1,673"
National,"Syring-Needl,disp,insul,0.3 Ml",287
National,"Syringe-Needle,insulin,0.5 Ml",693
National,Lancets,76
National,"Pen Needle, Diabetic","3,54,898"
National,Beclomethasone Dipropionate,"5,865"
National,Desog-E.Estradiol/E.Estradiol,155
National,Buprenorphine Hcl,"18,745"
National,Belinostat,16
National,Opium/Belladonna Alkaloids,930
National,Suvorexant,"1,89,970"
National,Lorcaserin Hcl,116
National,Lorcaserin Hcl,41
National,Benazepril Hcl,"30,55,861"
National,Benazepril/Hydrochlorothiazide,"4,28,818"
National,Bendamustine Hcl,255
National,Olmesartan Medoxomil,"3,01,121"
National,Olmesartan/Hydrochlorothiazide,"1,72,562"
National,Belimumab,"4,859"
National,Salicylic Acid,24
National,Dicyclomine Hcl,"1,136"
National,Clindamycin Phos/Benzoyl Perox,290
National,Erythromycin/Benzoyl Peroxide,24
National,Benzonatate,"24,439"
National,Benztropine Mesylate,"23,53,957"
National,Bepotastine Besilate,"48,585"
National,C1 Esterase Inhibitor,891
National,Besifloxacin Hcl,"2,46,998"
National,Povidone-Iodine,86
National,Levobunolol Hcl,502
National,"Betamethasone Acetate,sod Phos",848
National,Betamethasone Dipropionate,"6,18,738"
National,Betamethasone/Propylene Glyc,"3,41,012"
National,Betamethasone Valerate,"2,87,152"
National,Sotalol Hcl,837
National,Sotalol Hcl,534
National,Interferon Beta-1b,"31,769"
National,Betaxolol Hcl,"37,351"
National,Bethanechol Chloride,"2,47,546"
National,Tobramycin,59
National,Timolol,"32,977"
National,Betaxolol Hcl,"22,398"
National,Glycopyrrolate/Formoterol Fum,"33,892"
National,Bexarotene,"3,397"
National,"Meningococcal B Vaccine,4-Comp",644
National,Drospir/Eth Estra/Levomefol Ca,250
National,Clarithromycin,107
National,Bicalutamide,"3,43,369"
National,Pen G Benz/Pen G Procaine,589
National,Penicillin G Benzathine,"5,147"
National,Carmustine,32
National,Isosorbide Dinit/Hydralazine,"46,158"
National,Praziquantel,763
National,Bimatoprost,"22,460"
National,Alendronate Sodium,"3,718"
National,Bisoprolol Fumarate,"7,71,537"
National,Bisoprolol/Hydrochlorothiazide,"7,98,242"
National,Immun Glob G(Igg)/Gly/Iga Ov50,164
National,Bleomycin Sulfate,22
National,Sulfacetamide Sodium,172
National,Sulfacetamide/Prednisolone,"4,747"
National,Sulfacetamide/Prednisolone,"3,561"
National,Blinatumomab,119
National,Norethindrone-E.Estradiol-Iron,"2,141"
National,Norethindrone-E.Estradiol-Iron,"8,931"
National,Ibandronate Sodium,"3,296"
National,"Diphth,pertuss(Acell),tet Vac","3,69,106"
National,Bosutinib,"6,434"
National,Onabotulinumtoxina,"30,486"
National,Fluticasone/Vilanterol,"21,64,921"
National,Norethindrone-Ethinyl Estrad,472
National,Ticagrelor,"7,12,746"
National,Brimonidine Tartrate,"15,75,639"
National,Vortioxetine Hydrobromide,"1,674"
National,Paroxetine Mesylate,"5,056"
National,Brivaracetam,"22,209"
National,Brompheniramine/Pseudoephed/Dm,58
National,Bromfenac Sodium,"41,513"
National,Bromocriptine Mesylate,"50,986"
National,Brompheniramine/Pseudoephed/Dm,16
National,Bromfenac Sodium,"26,447"
National,Arformoterol Tartrate,"31,537"
National,Balanced Salt Irrig Soln No.2,99
National,Budesonide,"2,22,474"
National,Budesonide,"2,09,498"
National,Bumetanide,"16,75,600"
National,Buprenorphine Hcl/Naloxone Hcl,"3,410"
National,Butalbital/Acetaminophen,740
National,Sodium Phenylbutyrate,289
National,Bupivacaine Hcl,115
National,Bupivacaine Hcl/Pf,749
National,Buprenorphine Hcl,441
National,Buprenorphine,"32,482"
National,Buprenorphine Hcl,"1,33,286"
National,Buprenorphine Hcl/Naloxone Hcl,"1,74,236"
National,Bupropion Hcl,38
National,Bupropion Hcl,"7,11,238"
National,Bupropion Hcl,"24,71,712"
National,Bupropion Hcl,"41,81,090"
National,Buspirone Hcl,"40,78,640"
National,Butalbit/Acetamin/Caff/Codeine,"11,348"
National,Butalbit/Acetamin/Caff/Codeine,"47,733"
National,Codeine/Butalbital/Asa/Caffein,"30,375"
National,Butalbital/Acetaminophen,"16,228"
National,Butalb/Acetaminophen/Caffeine,"7,97,211"
National,Butalbital/Aspirin/Caffeine,"84,909"
National,Butabarbital Sodium,738
National,Butorphanol Tartrate,"42,695"
National,Buprenorphine,"2,07,415"
National,Exenatide Microspheres,"69,973"
National,Exenatide Microspheres,93
National,Exenatide Microspheres,"3,22,702"
National,Exenatide,"1,05,273"
National,Nebivolol Hcl,"18,30,156"
National,Nebivolol Hcl/Valsartan,475
National,Pnv 11/Iron Fum/Folic Acid/Om3,126
National,Cabergoline,"68,346"
National,Cabozantinib S-Malate,"8,694"
National,Amlodipine/Atorvastatin,"5,193"
National,Ergotamine Tartrate/Caffeine,535
National,Verapamil Hcl,171
National,Verapamil Hcl,"2,630"
National,Calcipotriene,"1,70,168"
National,Calcipotriene/Betamethasone,"11,370"
National,"Calcitonin,salmon,synthetic","2,98,820"
National,Calcipotriene,281
National,Calcitriol,"13,68,127"
National,Calcium Acetate,"6,53,790"
National,Calcium Gluconate,456
National,Acalabrutinib,49
National,Diclofenac Potassium,"6,995"
National,Norethindrone,"5,357"
National,L-Norgest/E.Estradiol-E.Estrad,"1,217"
National,L-Norgest/E.Estradiol-E.Estrad,679
National,Mesalamine,"39,890"
National,Caspofungin Acetate,"1,213"
National,Candesartan Cilexetil,"1,85,110"
National,Candesartan/Hydrochlorothiazid,"49,012"
National,Butalb/Acetaminophen/Caffeine,349
National,Capecitabine,125
National,Fluocinolone Acetonide,"1,062"
National,Vandetanib,858
National,Captopril,"2,38,553"
National,Captopril/Hydrochlorothiazide,"17,363"
National,Fluorouracil,901
National,Sucralfate,"3,44,536"
National,Carglumic Acid,31
National,Carbamazepine,"10,94,270"
National,Carbamazepine,"5,26,994"
National,Carbamazepine,"24,669"
National,Carbidopa,"16,589"
National,Carbidopa/Levodopa,"28,59,519"
National,Carbidopa/Levodopa,"5,62,309"
National,Carbidopa/Levodopa/Entacapone,"1,13,040"
National,Carbinoxamine Maleate,"2,457"
National,Carboplatin,"2,360"
National,Diltiazem Hcl,470
National,Diltiazem Hcl,"2,451"
National,Diltiazem Hcl,"22,099"
National,Doxazosin Mesylate,"4,466"
National,Doxazosin Mesylate,"2,750"
National,"Pen Needle, Diabetic","4,104"
National,Alcohol Antiseptic Pads,813
National,"Pen Needle, Diabetic",61
National,Immun Globg(Igg)/Sucr/Iga Ov50,785
National,Carisoprodol,"6,39,104"
National,Carisoprodol/Aspirin/Codeine,16
National,Carisoprodol/Aspirin,118
National,Carisoprodol/Aspirin/Codeine,287
National,Levocarnitine,"1,302"
National,Levocarnitine (With Sugar),506
National,Levocarnitine,207
National,Carteolol Hcl,"23,967"
National,Diltiazem Hcl,"20,69,347"
National,Carvedilol,"1,52,78,503"
National,Carvedilol Phosphate,"6,604"
National,Bicalutamide,420
National,Caspofungin Acetate,78
National,Clonidine Hcl,"2,163"
National,Clonidine,"1,267"
National,Clonidine,"2,534"
National,Clonidine,"3,262"
National,Alprostadil,56
National,Aztreonam Lysine,"3,299"
National,Desogestrel-Ethinyl Estradiol,452
National,Ceftibuten,18
National,Cefaclor,"17,502"
National,Cefaclor,244
National,Cefadroxil,"2,09,020"
National,Cefazolin Sodium,"42,510"
National,"Cefazolin Sodium/Dextrose,iso","3,076"
National,Cefdinir,"12,05,106"
National,Cefepime In Iso-Osm Dextrose,"5,999"
National,Cefepime Hcl,"61,351"
National,Cefepime Hcl In Dextrose 5 %,"1,632"
National,Cefixime,988
National,Cefotetan Disodium,20
National,Cefotaxime Sodium,32
National,Cefotetan Disodium,149
National,Cefoxitin Sodium,"2,337"
National,"Cefoxitin Sodium/Dextrose,iso",15
National,Cefpodoxime Proxetil,"1,64,153"
National,Cefprozil,"54,650"
National,Ceftazidime,"13,261"
National,Ceftazidime In Dextrose5%water,386
National,Ceftibuten,54
National,Cefuroxime Axetil,"1,896"
National,Ceftriaxone In Is-Osm Dextrose,"14,208"
National,Ceftriaxone Sodium,"2,98,519"
National,Cefuroxime Axetil,"12,02,397"
National,Cefuroxime Sodium,170
National,Celecoxib,"52,012"
National,Celecoxib,"32,32,945"
National,"Betamethasone Acetate,sod Phos",41
National,Citalopram Hydrobromide,"7,761"
National,Mycophenolate Mofetil,"6,214"
National,Mycophenolate Mofetil Hcl,12
National,Methsuximide,"3,318"
National,Mupirocin,43
National,"Iron Fum/Folic Acid/Mv,min 15",88
National,Cephalexin,"59,35,259"
National,Eliglustat Tartrate,620
National,Fosphenytoin Sodium,21
National,Imiglucerase,532
National,Nabilone,31
National,Cetirizine Hcl,"19,026"
National,Acetylcysteine,27
National,Cevimeline Hcl,"81,599"
National,Varenicline Tartrate,"5,67,284"
National,Succimer,180
National,Chenodiol,347
National,Codeine Phosphate/Guaifenesin,13
National,Chlordiazepoxide Hcl,"1,17,948"
National,Amitriptyline/Chlordiazepoxide,"9,715"
National,Chlordiazepoxide/Clidinium Br,"9,948"
National,Chlorhexidine Gluconate,"17,01,191"
National,Chloroquine Phosphate,"5,911"
National,Chlorothiazide,"14,270"
National,Chlorothiazide Sodium,17
National,Chlorpromazine Hcl,"2,81,558"
National,Chlorpropamide,919
National,Chlorthalidone,"18,89,168"
National,Chlorzoxazone,"59,811"
National,Cholestyramine (With Sugar),"4,57,570"
National,Cholestyramine/Aspartame,"94,061"
National,"Chorionic Gonadotropin, Human",757
National,Tadalafil,"3,13,999"
National,Ciclopirox,113
National,Ciclopirox Olamine,21
National,Ciclopirox,"4,66,114"
National,Ciclopirox Olamine,"3,28,377"
National,Ciclopirox/Urea/Camph/Men/Euc,53
National,Cidofovir,107
National,Cilostazol,"9,58,296"
National,Ciprofloxacin Hcl,"8,546"
National,Cimetidine,"92,752"
National,Cimetidine Hcl,725
National,Certolizumab Pegol,"34,484"
National,Reslizumab,152
National,C1 Esterase Inhibitor,"2,954"
National,Ciprofloxacin,"2,308"
National,Ciprofloxacin Hcl,"1,042"
National,Ciprofloxacin/Hydrocortisone,"11,773"
National,Ciprofloxacin Hcl/Dexameth,"2,22,888"
National,Ciprofloxacin,335
National,Ciprofloxacin Lactate,65
National,Ciprofloxacin/Ciprofloxa Hcl,"3,709"
National,Ciprofloxacin Hcl,"64,20,657"
National,Ciprofloxacin In 5 % Dextrose,"3,782"
National,Cisplatin,506
National,Citalopram Hydrobromide,"96,85,797"
National,"Pnv72/Iron,gluc/Folic/Dss/Dha",418
National,"Pnv73/Iron,gluc/Folic/Dss/Dha",114
National,Prenatal 48/Iron/Folic Acid/B6,16
National,"Pnv 76/Iron,gluc/Folic/Dss/Dha",71
National,"Pnv59/Iron,carb,fum/Fa/Dss/Dha",245
National,Prenatal81/Iron/Folic/Docusate,61
National,Isotretinoin,"4,832"
National,Desloratadine,"3,948"
National,Desloratadine/Pseudoephedrine,"2,800"
National,Clarithromycin,"3,68,748"
National,Clarithromycin,"23,957"
National,Clemastine Fumarate,"4,572"
National,Clindamycin Phosphate,"1,157"
National,Clindamycin Hcl,175
National,Clindamycin Palmitate Hcl,12
National,Clindamycin Phosphate,429
National,Clindamycin Phosphate/D5w,53
National,Clindamycin Phosphate,125
National,"Pen Needle, Diabetic","6,781"
National,Estradiol,"29,894"
National,Estradiol/Levonorgestrel,"9,008"
National,Clindamycin Phosphate,33
National,Clindamycin Phosphate,80
National,Clindamycin Phosphate,597
National,Clindamycin Hcl,"23,85,628"
National,Clindamycin Palmitate Hcl,"2,869"
National,Clindamycin Palmitate Hcl,"4,888"
National,Clindamycin Phos/Benzoyl Perox,"3,497"
National,Clindamycin/Tretinoin,270
National,Clindamycin Phosphate,"3,97,907"
National,Clindamycin Phosphate/D5w,"1,391"
National,Clindamycin In 0.9 % Sod Chlor,83
National,Clindamycin Phos/Benzoyl Perox,"15,850"
National,Clindamycin Phosphate,817
National,Amino Acid 4.25 %/Dextrose 25%,46
National,Amino Acids 5 %/Dextrose 15 %,210
National,Amino Acids 5 %/Dextrose 25 %,19
National,Aa 4.25 %/Calcium/Lytes/D25w,104
National,Aa 4.25 %/Calcium/Lytes/D5w,15
National,Aa 5 %/Calcium/Lytes/Dext 20 %,120
National,Aa 5%/D15w/Electrolytes,440
National,Parenteral Amino Acid 15% No.1,"20,883"
National,Fluoride (Sodium),"2,883"
National,Clobetasol Propionate/Emoll,"43,064"
National,Clobetasol Propionate/Emoll,"1,826"
National,Clobetasol Propionate,"15,44,788"
National,Clobetasol Propionate,"2,897"
National,Clocortolone Pivalate,"1,373"
National,Clobetasol Propionate,75
National,Clocortolone Pivalate,234
National,Clomiphene Citrate,108
National,Clomipramine Hcl,"1,39,125"
National,Clonazepam,"1,00,72,511"
National,Clonidine,"5,31,781"
National,Clonidine Hcl,"44,30,434"
National,Clonidine Hcl,"7,266"
National,Clopidogrel Bisulfate,"1,46,83,201"
National,Clorazepate Dipotassium,"2,91,398"
National,Clotrimazole,"8,26,293"
National,Clotrimazole/Betamethasone Dip,"13,21,075"
National,Clozapine,"11,56,966"
National,Clozapine,"51,841"
National,Clozapine,"13,027"
National,Artemether/Lumefantrine,374
National,Codeine Sulfate,"28,702"
National,Balsalazide Disodium,205
National,Colchicine,"8,13,569"
National,Colchicine,"5,29,790"
National,Colestipol Hcl,736
National,Colestipol Hcl,"3,39,787"
National,Colistin (Colistimethate Na),"4,715"
National,Hydrocortisone,"3,627"
National,Colistin (Colistimethate Na),86
National,Neomyc/Colist/Hydrocort/Thonzn,"5,154"
National,"Peg3350/Sod Sulf,bicarb,cl/Kcl","1,104"
National,Brimonidine Tartrate/Timolol,"12,40,074"
National,Estradiol/Norethindrone Acet,"11,114"
National,Ipratropium/Albuterol Sulfate,"11,73,059"
National,Lamivudine/Zidovudine,"1,171"
National,Cabozantinib S-Malate,843
National,"Pen Needle, Diabetic","1,15,204"
National,"Syring-Needl,disp,insul,0.3 Ml","3,811"
National,"Syringe And Needle,insulin,1ml","19,826"
National,"Syringe-Needle,insulin,0.5 Ml","16,315"
National,Emtricita/Rilpivirine/Tenof Df,"40,295"
National,Prenatal 2/Iron/Folic Acid/Om3,110
National,Prenatal Vit 14/Iron Fum/Folic,191
National,Prochlorperazine,"10,629"
National,Entacapone,679
National,"Pnv 16/Iron Fum,ps/Folic/Om-3",298
National,"Pnv 15/Iron Fum,ps/Folic Acid",34
National,Methylphenidate Hcl,"9,667"
National,Podofilox,"1,092"
National,Lactulose,"1,00,803"
National,Naltrexone Hcl/Bupropion Hcl,282
National,Tramadol Hcl,608
National,Glatiramer Acetate,"2,31,829"
National,Flurandrenolide,"4,066"
National,Carvedilol,"11,745"
National,Carvedilol Phosphate,"1,26,766"
National,Nadolol,"2,870"
National,Ivabradine Hcl,"23,174"
National,Clobetasol Propionate,11
National,Hydrocortisone,"3,244"
National,Hydrocortisone,11
National,Hydrocortisone Acetate,"2,768"
National,Cortisone Acetate,"2,978"
National,Neomyc/Bacit/Polymyx/Hydrocort,"1,805"
National,Neomycin/Polymyxin B/Hydrocort,830
National,Neomyc/Colist/Hydrocort/Thonzn,134
National,Nadolol/Bendroflumethiazide,146
National,Secukinumab,"3,431"
National,Secukinumab,"6,131"
National,Secukinumab,"24,741"
National,Secukinumab,"1,527"
National,Dorzolamide Hcl/Timolol Maleat,"16,851"
National,Dorzolamide/Timolol/Pf,"69,079"
National,Cobimetinib Fumarate,621
National,Warfarin Sodium,"3,17,644"
National,Losartan Potassium,"22,008"
National,Lipase/Protease/Amylase,"6,48,183"
National,Isavuconazonium Sulfate,"3,790"
National,Rosuvastatin Calcium,"7,64,083"
National,"Progesterone, Micronized",332
National,Indinavir Sulfate,962
National,Cromolyn Sodium,"1,09,661"
National,Norgestrel-Ethinyl Estradiol,"17,500"
National,Daptomycin,"12,877"
National,Daptomycin,"2,406"
National,Penicillamine,"1,341"
National,Gauze Bandage,22
National,Gauze Bandage,223
National,Alcohol Antiseptic Pads,"3,517"
National,Fluticasone Propionate,254
National,Immun Glob G(Igg)/Gly/Iga Ov50,"1,096"
National,Glycopyrrolate,"2,532"
National,Cyanocobalamin (Vitamin B-12),"10,915"
National,Norethindrone-Ethinyl Estrad,"8,036"
