Prscrbr_Geo_Desc,Gnrc_Name,Tot_Clms
National,Alprazolam,367
National,Alprazolam,7532
National,Alprazolam,18412
National,Loteprednol Etabonate,38444
National,Ramipril,9279
National,Levonorgestrel/Ethin.Estradiol,1152
National,Lovastatin,1273
National,Tretinoin,469
National,Brigatinib,872
National,Ciclesonide,146044
National,Norethindrone-Ethin. Estradiol,5349
National,Tadalafil,11123
National,Estradiol/Norethindrone Acet,4645
National,Amantadine Hcl,512546
National,Glimepiride,3901
National,Zolpidem Tartrate,20683
National,Zolpidem Tartrate,11840
National,Amphotericin B Liposome,618
National,Ambrisentan,22458
National,Amcinonide,704
National,Naratriptan Hcl,572
National,L-Norgest/E.Estradiol-E.Estrad,440
National,L-Norgest/E.Estradiol-E.Estrad,257
National,Levonorgestrel/Ethin.Estradiol,820
National,Aminocaproic Acid,1317
National,Amikacin Sulfate,13442
National,Amiloride Hcl,101541
National,Amiloride/Hydrochlorothiazide,56635
National,Aminocaproic Acid,1374
National,Parenteral Amino Acid 15% No.2,27
National,Amiodarone Hcl,2657365
National,Lubiprostone,712675
National,Amitriptyline Hcl,3681309
National,Amlodipine Besylate,42259477
National,Amlodipine Besylate/Benazepril,1803055
National,Amlodipine/Atorvastatin,97918
National,Amlodipine Bes/Olmesartan Med,236241
National,Amlodipine Besylate/Valsartan,257447
National,Amlodipine/Valsartan/Hcthiazid,60266
National,Ammonium Lactate,1055572
National,Isotretinoin,1397
National,Amoxapine,4047
National,Amoxicillin,7773373
National,Amoxicillin/Potassium Clav,15175
National,Amoxicillin/Potassium Clav,5395648
National,Amphetamine Sulfate,513
National,Amphotericin B,500
National,Ampicillin Sodium,17207
National,Ampicillin Trihydrate,123048
National,Ampicillin Sodium/Sulbactam Na,9843
National,Dalfampridine,30022
National,Cyclobenzaprine Hcl,1884
National,Oxymetholone,186
National,Clomipramine Hcl,441
National,Anagrelide Hcl,36855
National,Hydrocortisone/Pramoxine,83
National,Hyoscyamine Sulfate,327
National,Anastrozole,1495653
National,Flucytosine,37
National,Testosterone,28248
National,Testosterone,46337
National,Drospirenone/Estradiol,921
National,Umeclidinium Brm/Vilanterol Tr,1598900
National,Disulfiram,14
National,"Fenofibrate,micronized",1234
National,Hydrocortisone Acetate,13
National,Hydrocortisone,455
National,Diflorasone Diacetate/Emoll,363
National,Insulin Glulisine,6116
National,Insulin Glulisine,15645
National,Bupropion Hbr,2894
National,Apomorphine Hcl,4423
National,Apraclonidine Hcl,5305
National,Aprepitant,9204
National,Desogestrel-Ethinyl Estradiol,7885
National,Mesalamine,200255
National,Methylphenidate Hcl,545
National,Eslicarbazepine Acetate,82688
National,Tipranavir,1151
National,Alpha-1-Proteinase Inhibitor,4199
National,Norethindrone-Ethin. Estradiol,753
National,Darbepoetin Alfa In Polysorbat,27647
National,Leflunomide,509
National,Rilonacept,113
National,Indacaterol Maleate,1953
National,Minocycline Hcl Microspheres,2288
National,Donepezil Hcl,4869
National,Amikacin Liposomal/Neb.Accessr,7005
National,Anastrozole,2560
National,Aripiprazole,3146825
National,Aripiprazole,4610
National,Aripiprazole Lauroxil,64760
National,"Aripiprazole Lauroxil,submicr.",1106
National,Fondaparinux Sodium,156
National,Armodafinil,103865
National,Fluticasone Propionate,19
National,"Thyroid,pork",275388
National,Fluticasone Furoate,256519
National,Exemestane,1420
National,Diclofenac Sodium/Misoprostol,505
National,Diclofenac Sodium/Misoprostol,1706
National,Morphine Sulfate,37
National,Ofatumumab,16
National,Codeine/Butalbital/Asa/Caffein,59
National,Mesalamine,24863
National,Codeine/Butalbital/Asa/Caffein,12711
National,L-Norgest/E.Estradiol-E.Estrad,2386
National,Mometasone Furoate,75300
National,Mometasone Furoate,34066
National,Aspirin/Dipyridamole,246802
National,"Syringe,needle,insuln,safe,1ml",74
National,"Syringe,needle,insuln,sf 0.5ml",356
National,"Pen Needle, Diabetic, Safety",109
National,Tacrolimus,645
National,Azelastine Hcl,27
National,Candesartan Cilexetil,7070
National,Candesartan/Hydrochlorothiazid,2328
National,Atazanavir Sulfate,41170
National,Risedronate Sodium,2340
National,Atenolol,8408766
National,Atenolol/Chlorthalidone,499639
National,Lorazepam,9774
National,Atomoxetine Hcl,180475
National,Atorvastatin Calcium,54668647
National,Atovaquone,49757
National,Atovaquone/Proguanil Hcl,70693
National,Tretinoin,51
National,Efavirenz/Emtricit/Tenofovr Df,69199
National,Atropine Sulfate,117699
National,Ipratropium Bromide,250569
National,Teriflunomide,80968
National,Levonorgestrel/Ethin.Estradiol,263
National,Amoxicillin/Potassium Clav,147
National,Norethindrone Ac-Eth Estradiol,57
National,Norethindrone-E.Estradiol-Iron,40
National,Norethindrone-E.Estradiol-Iron,82
National,Ferric Citrate,114685
National,Deutetrabenazine,63892
National,"Pen Needle,dual Safety,diabetc",216675
National,"Pen Needle, Diabetic, Safety",66
National,Epinephrine,666
National,Irbesartan/Hydrochlorothiazide,3646
National,Rosiglitazone Maleate,2366
National,Irbesartan,12973
National,Bevacizumab,3652
National,Sulfanilamide,26
National,Testosterone Undecanoate,611
National,Moxifloxacin Hcl,32
National,Levonorgestrel/Ethin.Estradiol,4478
National,Tretinoin,56
National,Dutasteride,11835
National,Interferon Beta-1a,32860
National,Interferon Beta-1a/Albumin,445
National,Interferon Beta-1a,39352
National,Ceftazidime/Avibactam,1949
National,Norethindrone Acetate,35
National,Azacitidine,1013
National,Aztreonam,1198
National,Aztreonam/Dextrose-Water,91
National,Azathioprine,2113
National,Azithromycin,20158
National,Azathioprine,428054
National,Azelaic Acid,35164
National,Azelastine Hcl,1928934
National,Azelaic Acid,2065
National,Prenatal 147/Iron/Folic Acid,6996
National,Rasagiline Mesylate,4372
National,Azithromycin,8152396
National,Brinzolamide,386312
National,Amlodipine Bes/Olmesartan Med,9971
National,Aztreonam,4356
National,Sulfasalazine,848
National,Desog-E.Estradiol/E.Estradiol,929
National,Alcohol Antiseptic Pads,669
National,Bacitracin,81707
National,Bacitracin/Polymyxin B Sulfate,36405
National,Baclofen,4780347
National,Sulfamethoxazole/Trimethoprim,32
National,Sulfamethoxazole/Trimethoprim,324
National,Mupirocin Calcium,16
National,Mupirocin Calcium,44
National,Balsalazide Disodium,122132
National,Erdafitinib,441
National,Norethindrone-Ethin. Estradiol,1819
National,Gauze Bandage,199
National,Rufinamide,30147
National,Glucagon,2562
National,Entecavir,2375
National,"Insulin Glargine,hum.Rec.Anlog",1695615
National,Avelumab,25
National,Delafloxacin Meglumine,2227
National,Bcg Live,685
National,"Bcg Vaccine, Live/Pf",19
National,"Syringe And Needle,insulin,1ml",45
National,"Syringe And Needle,insulin,1ml",34
National,"Syringe-Needle,insulin,0.5 Ml",56
National,"Syring-Needl,disp,insul,0.3 Ml",705
National,"Syringe And Needle,insulin,1ml",2302
National,"Syringe-Needle,insulin,0.5 Ml",2074
National,"Syring-Needl,disp,insul,0.3 Ml",216
National,"Syringe-Needle,insulin,0.5 Ml",639
National,Beclomethasone Dipropionate,4836
National,Desog-E.Estradiol/E.Estradiol,20
National,Buprenorphine Hcl,130064
National,Opium/Belladonna Alkaloids,628
National,Suvorexant,243846
National,Lorcaserin Hcl,98
National,Lorcaserin Hcl,74
National,Benazepril Hcl,2694452
National,Benazepril/Hydrochlorothiazide,340718
National,Bendamustine Hcl,329
National,Olmesartan Medoxomil,53514
National,Olmesartan/Hydrochlorothiazide,27897
National,Belimumab,18812
National,Salicylic Acid,120
National,Dicyclomine Hcl,41
National,Clindamycin Phos/Benzoyl Perox,160
National,Erythromycin/Benzoyl Peroxide,37
National,Benznidazole,17
National,Benzonatate,38586
National,Benztropine Mesylate,2263571
National,Brolucizumab-Dbll,13
National,Bepotastine Besilate,59916
National,C1 Esterase Inhibitor,501
National,Besifloxacin Hcl,187851
National,Inotuzumab Ozogamicin,17
National,Povidone-Iodine,67
National,Betamethasone Dipropionate,8342
National,Betamethasone/Propylene Glyc,428346
National,Betamethasone Dipropionate,770359
National,"Betamethasone Acetate,sod Phos",472
National,Betamethasone Valerate,268837
National,Sotalol Hcl,626
National,Sotalol Hcl,354
National,Interferon Beta-1b,22075
National,Betaxolol Hcl,29992
National,Bethanechol Chloride,231892
National,Tobramycin,48
National,Timolol,23287
National,Betaxolol Hcl,15998
National,Glycopyrrolate/Formoterol Fum,154751
National,Betrixaban Maleate,34
National,Bexarotene,3738
National,"Meningococcal B Vaccine,4-Comp",2218
National,Drospir/Eth Estra/Levomefol Ca,122
National,Bicalutamide,306169
National,Pen G Benz/Pen G Procaine,186
National,Penicillin G Benzathine,4894
National,Carmustine,29
National,Isosorbide Dinit/Hydralazine,46932
National,Estradiol/Progesterone,204
National,Bictegrav/Emtricit/Tenofov Ala,340966
National,Praziquantel,53
National,Bimatoprost,25887
National,Alendronate Sodium,4036
National,Bisoprolol Fumarate,810091
National,Bisoprolol/Hydrochlorothiazide,712877
National,Immun Glob G(Igg)/Gly/Iga Ov50,41
National,Bleomycin Sulfate,61
National,Sulfacetamide Sodium,90
National,Sulfacetamide/Prednisolone,1355
National,Sulfacetamide/Prednisolone,2122
National,Blinatumomab,33
National,Norethindrone-E.Estradiol-Iron,1732
National,Norethindrone-E.Estradiol-Iron,12133
National,Ibandronate Sodium,1781
National,Doxylamine Succinate/Vit B6,113
National,"Diphth,pertuss(Acell),tet Vac",571388
National,Bortezomib,98
National,Bosentan,4407
National,Bosutinib,7925
National,Onabotulinumtoxina,43019
National,Encorafenib,2571
National,Fluticasone/Vilanterol,3069733
National,Norethindrone-Ethin. Estradiol,735
National,Ticagrelor,1019009
National,Brimonidine Tartrate,1758897
National,Paroxetine Mesylate,581
National,Brivaracetam,56221
National,Bromfenac Sodium,24044
National,Bromocriptine Mesylate,47731
National,Brompheniramine/Pseudoephed/Dm,30
National,Bromfenac Sodium,48017
National,Arformoterol Tartrate,26806
National,Halobetasol Propionate,1561
National,Balanced Salt Irrig Soln No.2,194
National,Budesonide,239561
National,Budesonide,269743
National,Budesonide,15861
National,Bumetanide,1890093
National,Buprenorphine Hcl/Naloxone Hcl,2043
National,Butalbital/Acetaminophen,129
National,Sodium Phenylbutyrate,168
National,Bupivacaine Hcl,213
National,Bupivacaine Hcl/Pf,515
National,Buprenorphine Hcl,328
National,Buprenorphine,175641
National,Buprenorphine Hcl,216346
National,Buprenorphine Hcl/Naloxone Hcl,806723
National,Bupropion Hcl,686777
National,Bupropion Hcl,2386906
National,Bupropion Hcl,4777787
National,Buspirone Hcl,5056344
National,Butalbit/Acetamin/Caff/Codeine,6402
National,Butalbit/Acetamin/Caff/Codeine,45470
National,Codeine/Butalbital/Asa/Caffein,22450
National,Butalbital/Acetaminophen,16250
National,Butalb/Acetaminophen/Caffeine,755974
National,Butalbital/Aspirin/Caffeine,74963
National,Butabarbital Sodium,61
National,Butorphanol Tartrate,36220
National,Buprenorphine,77200
National,Exenatide Microspheres,4320
National,Exenatide Microspheres,220801
National,Exenatide Microspheres,279912
National,Exenatide,52880
National,Nebivolol Hcl,1696662
National,Nebivolol Hcl/Valsartan,67
National,Pnv 11/Iron Fum/Folic Acid/Om3,115
National,Cabergoline,72998
National,Caplacizumab-Yhdp,25
National,Cabozantinib S-Malate,22021
National,Amlodipine/Atorvastatin,3409
National,Ergotamine Tartrate/Caffeine,98
National,Verapamil Hcl,57
National,Verapamil Hcl,2080
National,Calcipotriene,231804
National,Calcipotriene/Betamethasone,10802
National,"Calcitonin,salmon,synthetic",232723
National,Calcipotriene,35
National,Calcitriol,1251773
National,Calcium Acetate,551049
National,Calcium Chloride,24
National,Calcium Gluconate,541
National,Acalabrutinib,7577
National,Diclofenac Potassium,7110
National,Norethindrone,5722
National,Irinotecan Hcl,20
National,L-Norgest/E.Estradiol-E.Estrad,1548
National,L-Norgest/E.Estradiol-E.Estrad,643
National,Mesalamine,11509
National,Caspofungin Acetate,103
National,Candesartan Cilexetil,446738
National,Candesartan/Hydrochlorothiazid,116609
National,Fluocinolone Acetonide,874
National,Vandetanib,801
National,Captopril,137664
National,Captopril/Hydrochlorothiazide,8510
National,Fluorouracil,106
National,Sucralfate,304866
National,Carglumic Acid,36
National,Carbamazepine,1019914
National,Carbamazepine,537899
National,Carbamazepine,18041
National,Carbidopa,16651
National,Carbidopa/Levodopa,2842363
National,Carbidopa/Levodopa,557624
National,Carbidopa/Levodopa/Entacapone,89670
National,Carbinoxamine Maleate,2753
National,Carboplatin,2487
National,Diltiazem Hcl,394
National,Diltiazem Hcl,1608
National,Diltiazem Hcl,20876
National,Doxazosin Mesylate,3627
National,Doxazosin Mesylate,2414
National,"Pen Needle, Diabetic",2707
National,Alcohol Antiseptic Pads,456
National,"Pen Needle, Diabetic",93
National,Carisoprodol,435441
National,Carisoprodol/Aspirin/Codeine,78
National,Levocarnitine,1599
National,Levocarnitine (With Sugar),284
National,Levocarnitine,120
National,Spironolactone,293
National,Carteolol Hcl,21297
National,Diltiazem Hcl,1495136
National,Carvedilol,15055786
National,Carvedilol Phosphate,81482
National,Bicalutamide,229
National,Caspofungin Acetate,1142
National,Clonidine Hcl,1825
National,Clonidine,983
National,Clonidine,1734
National,Clonidine,2295
National,Alprostadil,18
National,Aztreonam Lysine,3572
National,Desogestrel-Ethinyl Estradiol,194
National,Cefaclor,13666
National,Cefaclor,177
National,Cefadroxil,247853
National,Cefazolin Sodium,55671
National,"Cefazolin Sodium/Dextrose,iso",2869
National,Cefdinir,1606645
National,Cefepime In Iso-Osm Dextrose,5005
National,Cefepime Hcl,78317
National,Cefepime Hcl In Dextrose 5 %,1823
National,Cefixime,7639
National,Cefotetan Disodium,11
National,Cefotaxime Sodium,13
National,Cefotetan Disodium,114
National,Cefoxitin Sodium,1807
National,"Cefoxitin Sodium/Dextrose,iso",72
National,Cefpodoxime Proxetil,218617
National,Cefprozil,44149
National,Ceftazidime,12946
National,Ceftazidime In Dextrose5%water,236
National,Ceftriaxone In Is-Osm Dextrose,11553
National,Ceftriaxone Sodium,313990
National,Cefuroxime Axetil,1211442
National,Cefuroxime Sodium,153
National,Celecoxib,34877
National,Celecoxib,3592200
National,"Betamethasone Acetate,sod Phos",60
National,Citalopram Hydrobromide,7019
National,Mycophenolate Mofetil,4314
National,Methsuximide,2708
National,Mupirocin,29
National,Cephalexin,6538757
National,Cyclosporine,1218
National,Eliglustat Tartrate,913
National,Fosphenytoin Sodium,11
National,Imiglucerase,462
National,Nabilone,19
National,Cetirizine Hcl,21448
National,Acetylcysteine,31
National,Cevimeline Hcl,84745
National,Varenicline Tartrate,675076
National,Levonorgestrel/Ethin.Estradiol,14
National,Levonorgestrel/Ethin.Estradiol,25
National,Succimer,111
National,Chenodiol,370
National,Chlordiazepoxide Hcl,111501
National,Amitriptyline/Chlordiazepoxide,7364
National,Chlordiazepoxide/Clidinium Br,4980
National,Chlorhexidine Gluconate,1971840
National,Chloroquine Phosphate,5236
National,Chlorothiazide,10624
National,Chlorothiazide Sodium,16
National,Chlorpromazine Hcl,279236
National,Chlorpropamide,61
National,Chlorthalidone,2352310
National,Chlorzoxazone,85339
National,Cholic Acid,12
National,Cholestyramine (With Sugar),454400
National,Cholestyramine/Aspartame,109898
National,"Chorionic Gonadotropin, Human",640
National,Tadalafil,53495
National,Ciclopirox,148
National,Ciclopirox,562923
National,Ciclopirox Olamine,366469
National,Cidofovir,158
National,Cilostazol,883364
National,Ciprofloxacin Hcl,8210
National,Lamivudine/Tenofovir Disop Fum,118
National,Cimetidine,36270
National,Cimetidine Hcl,1329
National,Certolizumab Pegol,32145
National,Cinacalcet Hcl,118315
National,Reslizumab,321
National,C1 Esterase Inhibitor,958
National,Aprepitant,163
National,Ciprofloxacin,2059
National,Ciprofloxacin Hcl,578
National,Ciprofloxacin/Hydrocortisone,10321
National,Ciprofloxacin Hcl/Dexameth,235544
National,Ciprofloxacin,150
National,Ciprofloxacin/Ciprofloxa Hcl,64
National,Ciprofloxacin Hcl,5302390
National,Ciprofloxacin In 5 % Dextrose,3017
National,Cisplatin,591
National,Citalopram Hydrobromide,8399686
National,"Pnv72/Iron,gluc/Folic/Dss/Dha",364
National,"Pnv73/Iron,gluc/Folic/Dss/Dha",118
National,Prenatal 48/Iron/Folic Acid/B6,14
National,"Iron Carb,gl/Fa/B12/C/Docusate",247
National,"Pnv 76/Iron,gluc/Folic/Dss/Dha",62
National,"Pnv59/Iron,carb,fum/Fa/Dss/Dha",264
National,Prenatal81/Iron/Folic/Docusate,149
National,Isotretinoin,4722
National,Desloratadine,2062
National,Desloratadine/Pseudoephedrine,2253
National,Clarithromycin,308644
National,Clarithromycin,14025
National,Clemastine Fumarate,3964
National,Sod Picosulf/Mag Ox/Citric Ac,28493
National,Clindamycin Phosphate,907
National,Clindamycin Hcl,107
National,Clindamycin Phosphate,233
National,Clindamycin Phosphate,81
National,"Pen Needle, Diabetic",3376
National,Estradiol,30931
National,Estradiol/Levonorgestrel,8661
National,Clindamycin Phosphate,40
National,Clindamycin Phosphate,131
National,Clindamycin Phosphate,269
National,Clindamycin Hcl,2451114
National,Clindamycin Palmitate Hcl,2418
National,Clindamycin Palmitate Hcl,5260
National,Clindamycin Phos/Benzoyl Perox,4519
National,Clindamycin/Tretinoin,346
National,Clindamycin Phosphate,493777
National,Clindamycin Phosphate/D5w,1082
National,Clindamycin In 0.9 % Sod Chlor,198
National,Clindamycin Phos/Benzoyl Perox,18987
National,Clindamycin Phosphate,515
National,Amino Acids 5 %/Dextrose 15 %,33
National,Amino Acids 5 %/Dextrose 20 %,28
National,Aa 4.25 %/Calcium/Lytes/D5w,14
National,Aa 4.25%/Calcium/Lytes/Dex 10%,13
National,Aa 5 %/Calcium/Lytes/Dext 20 %,183
National,Aa 5%/D15w/Electrolytes,172
National,Parenteral Amino Acid 15% No.5,23562
National,Fluoride (Sodium),5748
National,Clobazam,93233
National,Clobetasol Propionate/Emoll,33341
National,Clobetasol Propionate/Emoll,1041
National,Clobetasol Propionate,1468252
National,Clobetasol Propionate,1868
National,Clocortolone Pivalate,1329
National,Clobetasol Propionate,49
National,Clocortolone Pivalate,185
National,Clomiphene Citrate,31
National,Clomipramine Hcl,130254
National,Clonazepam,9561922
National,Clonidine,514954
National,Clonidine Hcl,4021362
National,Clonidine Hcl,7317
National,Clopidogrel Bisulfate,13737082
National,Clorazepate Dipotassium,216320
National,Clotrimazole,926029
National,Clotrimazole/Betamethasone Dip,1557074
National,Clozapine,1183336
National,Clozapine,47931
National,Clozapine,11446
National,Artemether/Lumefantrine,447
National,Codeine Sulfate,20857
National,Balsalazide Disodium,152
National,Colchicine,816534
National,Colchicine,514591
National,Colesevelam Hcl,219480
National,Colestipol Hcl,592
National,Colestipol Hcl,386011
National,Colistin (Colistimethate Na),5570
National,Hydrocortisone,41
National,Colistin (Colistimethate Na),35
National,Neomyc/Colist/Hydrocort/Thonzn,1879
National,"Peg3350/Sod Sulf,bicarb,cl/Kcl",322
National,Brimonidine Tartrate/Timolol,1263080
National,Estradiol/Norethindrone Acet,10619
National,Ipratropium/Albuterol Sulfate,924859
National,Lamivudine/Zidovudine,490
National,Cabozantinib S-Malate,601
National,"Syring-Needl,disp,insul,0.3 Ml",6497
National,"Syringe And Needle,insulin,1ml",40747
National,"Syringe-Needle,insulin,0.5 Ml",24969
National,"Pen Needle, Diabetic",279003
National,Emtricita/Rilpivirine/Tenof Df,17375
National,Prenatal 2/Iron/Folic Acid/Om3,125
National,Prenatal Vit 14/Iron Fum/Folic,286
National,Prochlorperazine,10739
National,Entacapone,365
National,Mvn-Min75/Iron/Iron Ps/Om3/Dha,364
National,Mvn-Min 74/Iron Fum/Iron/Fa,34
National,Methylphenidate Hcl,13443
National,Podofilox,650
National,Lactulose,135057
National,Naltrexone Hcl/Bupropion Hcl,247
National,Tramadol Hcl,374
National,Glatiramer Acetate,128170
National,Duvelisib,642
National,Flurandrenolide,4848
National,Carvedilol,2985
National,Carvedilol Phosphate,28567
National,Nadolol,2376
National,Ivabradine Hcl,37224
National,Hydrocortisone,2771
National,Hydrocortisone Acetate,17
National,Cortisone Acetate,2671
National,Neomyc/Bacit/Polymyx/Hydrocort,47
National,Neomycin/Polymyxin B/Hydrocort,143
National,Neomyc/Colist/Hydrocort/Thonzn,3302
National,Nadolol/Bendroflumethiazide,44
National,Secukinumab,7082
National,Secukinumab,12789
National,Secukinumab,60647
National,Secukinumab,2734
National,Dorzolamide Hcl/Timolol Maleat,487
National,Dorzolamide/Timolol/Pf,52374
National,Cobimetinib Fumarate,612
National,Methylphenidate,98
National,Warfarin Sodium,210362
National,Losartan Potassium,22530
National,Lipase/Protease/Amylase,722107
National,Isavuconazonium Sulfate,8007
National,Rosuvastatin Calcium,120526
National,"Progesterone, Micronized",199
National,Indinavir Sulfate,587
National,Cromolyn Sodium,93348
National,Norgestrel-Ethinyl Estradiol,12315
National,Burosumab-Twza,318
National,Daptomycin,1099
National,Daptomycin,566
National,Penicillamine,904
National,Gauze Bandage,30
National,Gauze Bandage,184
National,Alcohol Antiseptic Pads,4288
National,Immun Glob G(Igg)/Gly/Iga Ov50,3162
National,Glycopyrrolate,4296
National,Cyanocobalamin (Vitamin B-12),10733
National,Norethindrone-Ethin. Estradiol,2406
National,Cyclobenzaprine Hcl,5373190
National,Cyclobenzaprine Hcl,2360
National,Cyclopentolate Hcl,365
National,Cyclopentolate/Phenylephrine,15
National,Cyclopentolate Hcl,26178
National,Cyclophosphamide,6772
National,Cycloserine,93
National,Bromocriptine Mesylate,5799
National,Cyclosporine,12573
National,"Cyclosporine, Modified",49310
National,Duloxetine Hcl,42761
National,Cyproheptadine Hcl,192918
National,Ramucirumab,346
National,Desogestrel-Ethinyl Estradiol,69
National,Betaine,981
National,Cysteamine Bitartrate,155
National,Cysteamine Hcl,460
National,Cytarabine,36
National,Cytarabine/Pf,237
National,Cytomegalovirus Immune Globuln,35
National,Liothyronine Sodium,13547
National,Misoprostol,64
National,Potassium Citrate/Citric Acid,163
National,Dacarbazine,70
National,Daclatasvir Dihydrochloride,28
National,Dalfampridine,89136
National,Roflumilast,367387
National,Dalbavancin Hcl,848
National,Danazol,9267
National,Dantrolene Sodium,174
National,Dantrolene Sodium,46860
National,Dapsone,105948
National,"Diph,pertuss(Acell),tet Ped/Pf",212
National,Daptomycin,60840
National,Pyrimethamine,998
National,Darifenacin Hydrobromide,56451
National,Daratumumab,1543
National,Norethindrone-Ethin. Estradiol,4804
National,Glasdegib Maleate,258
National,Oxaprozin,183
National,L-Norgest/E.Estradiol-E.Estrad,1340
National,Methylphenidate,1359
National,Desmopressin (Nonrefrigerated),379
National,Desmopressin Acetate,679
National,Norethindrone,2259
National,Dexamethasone,35
National,Decitabine,231
National,Deferasirox,2537
National,Deferoxamine Mesylate,601
National,Estradiol Valerate,1715
National,Doravirine/Lamivu/Tenofov Diso,1018
National,Mesalamine,39467
National,Demeclocycline Hcl,18835
National,Meperidine Hcl,16
National,Meperidine Hcl/Pf,1966
National,Metyrosine,130
National,Penciclovir,7928
National,Fluoride (Sodium),40571
National,Fluoride (Sodium),16290
National,Valproic Acid,221
National,Valproic Acid (As Sodium Salt),386
National,Divalproex Sodium,25269
National,Divalproex Sodium,34707
National,Divalproex Sodium,7109
National,Penicillamine,55
National,Estradiol Cypionate,9109
National,Methylprednisolone Acetate,3330
National,Medroxyprogesterone Acetate,1046
National,Medroxyprogesterone Acetate,218
National,Testosterone Cypionate,12537
National,Fluocinolone Acetonide,373
National,Fluocinolone/Shower Cap,932
National,Vitamin D3/Folic Acid,22
National,Fluocinolone Acetonide Oil,928
National,Emtricitabine/Tenofov Alafenam,283745
National,Desipramine Hcl,73379
