Prscrbr_Geo_Desc,Gnrc_Name,Tot_Clms
Alabama,Belimumab,1240
Alabama,Bempedoic Acid,90
Alabama,Bempedoic Acid/Ezetimibe,41
Alabama,Benazepril Hcl,49129
Alabama,Benazepril/Hydrochlorothiazide,8824
Alabama,Bendamustine Hcl,18
Alabama,Benralizumab,170
Alabama,Benzonatate,116
Alabama,Benztropine Mesylate,42425
Alabama,Bepotastine Besilate,437
Alabama,Besifloxacin Hcl,1219
Alabama,Betamethasone Dipropionate,10527
Alabama,Betamethasone Valerate,3144
Alabama,Betamethasone/Propylene Glyc,4445
Alabama,Betaxolol Hcl,492
Alabama,Bethanechol Chloride,5023
Alabama,Bevacizumab,53
Alabama,Bexarotene,139
Alabama,Bicalutamide,5424
Alabama,Bictegrav/Emtricit/Tenofov Ala,5960
Alabama,Bimatoprost,27162
Alabama,Binimetinib,57
Alabama,Bismuth/Metronid/Tetracycline,59
Alabama,Bisoprolol Fumarate,28450
Alabama,Bisoprolol/Hydrochlorothiazide,26117
Alabama,Bortezomib,18
Alabama,Bosentan,466
Alabama,Bosutinib,201
Alabama,Brexpiprazole,5462
Alabama,Brimonidine Tartrate,32975
Alabama,Brimonidine Tartrate/Timolol,23290
Alabama,Brinzolamide,3405
Alabama,Brinzolamide/Brimonidine Tart,6615
Alabama,Brivaracetam,1133
Alabama,Brodalumab,59
Alabama,Bromfenac Sodium,4933
Alabama,Bromocriptine Mesylate,995
Alabama,Budesonide,8901
Alabama,Budesonide/Formoterol Fumarate,65166
Alabama,Budesonide/Glycopyr/Formoterol,152
Alabama,Bumetanide,39889
Alabama,Buprenorphine,7931
Alabama,Buprenorphine Hcl,8293
Alabama,Buprenorphine Hcl/Naloxone Hcl,43377
Alabama,Bupropion Hbr,88
Alabama,Bupropion Hcl,123915
Alabama,Buspirone Hcl,132946
Alabama,Butalb/Acetaminophen/Caffeine,15588
Alabama,Butalbit/Acetamin/Caff/Codeine,650
Alabama,Butalbital/Acetaminophen,496
Alabama,Butalbital/Aspirin/Caffeine,1073
Alabama,Butorphanol Tartrate,1348
Alabama,C1 Esterase Inhibitor,50
Alabama,"C1 Esterase Inhibitor, Recomb",56
Alabama,Cabergoline,1118
Alabama,Cabozantinib S-Malate,282
Alabama,Calcifediol,1240
Alabama,Calcipotriene,1573
Alabama,Calcipotriene/Betamethasone,244
Alabama,"Calcitonin,salmon,synthetic",2801
Alabama,Calcitriol,14247
Alabama,Calcium Acetate,6809
Alabama,Canagliflozin,16086
Alabama,Canagliflozin/Metformin Hcl,2442
Alabama,Candesartan Cilexetil,4921
Alabama,Candesartan/Hydrochlorothiazid,1546
Alabama,Cannabidiol (Cbd),593
Alabama,Capecitabine,16
Alabama,Capmatinib Hydrochloride,12
Alabama,Captopril,2268
Alabama,Captopril/Hydrochlorothiazide,42
Alabama,Carbamazepine,26368
Alabama,Carbidopa,402
Alabama,Carbidopa/Levodopa,52673
Alabama,Carbidopa/Levodopa/Entacapone,2535
Alabama,Carbinoxamine Maleate,153
Alabama,Carboplatin,71
Alabama,Cariprazine Hcl,7020
Alabama,Carisoprodol,4873
Alabama,Carteolol Hcl,257
Alabama,Carvedilol,371444
Alabama,Carvedilol Phosphate,1385
Alabama,Cefaclor,156
Alabama,Cefadroxil,1650
Alabama,Cefazolin Sodium,1279
Alabama,Cefdinir,60946
Alabama,Cefepime Hcl,2301
Alabama,Cefepime Hcl In Dextrose 5 %,44
Alabama,Cefixime,92
Alabama,Cefoxitin Sodium,48
Alabama,Cefpodoxime Proxetil,1453
Alabama,Cefprozil,1412
Alabama,Ceftaroline Fosamil Acetate,124
Alabama,Ceftazidime,617
Alabama,Ceftazidime/Avibactam,15
Alabama,Ceftolozane/Tazobactam,70
Alabama,Ceftriaxone In Is-Osm Dextrose,62
Alabama,Ceftriaxone Sodium,11025
Alabama,Cefuroxime Axetil,20691
Alabama,Celecoxib,100516
Alabama,Cenegermin-Bkbj,175
Alabama,Cenobamate,60
Alabama,Cephalexin,109402
Alabama,Certolizumab Pegol,816
Alabama,Cetirizine Hcl,309
Alabama,Cevimeline Hcl,2021
Alabama,Chlorambucil,32
Alabama,Chlordiazepoxide Hcl,2126
Alabama,Chlordiazepoxide/Clidinium Br,721
Alabama,Chlorhexidine Gluconate,22728
Alabama,Chloroquine Phosphate,32
Alabama,Chlorothiazide,35
Alabama,Chlorpromazine Hcl,5067
Alabama,Chlorthalidone,51861
Alabama,Chlorzoxazone,1356
Alabama,Cholestyramine (With Sugar),7655
Alabama,Cholestyramine/Aspartame,4068
Alabama,"Chorionic Gonadotropin, Human",19
Alabama,Ciclesonide,101
Alabama,Ciclopirox,6017
Alabama,Ciclopirox Olamine,4638
Alabama,Cilostazol,17752
Alabama,Cimetidine,4085
Alabama,Cinacalcet Hcl,2815
Alabama,Ciprofloxacin,27
Alabama,Ciprofloxacin Hcl,93939
Alabama,Ciprofloxacin Hcl/Dexameth,3064
Alabama,Ciprofloxacin Hcl/Fluocinolone,13
Alabama,Ciprofloxacin In 5 % Dextrose,55
Alabama,Ciprofloxacin/Hydrocortisone,126
Alabama,Citalopram Hydrobromide,157618
Alabama,Citric Ac/Gluconolact/Mag Carb,65
Alabama,Citric Acid/Sodium Citrate,29
Alabama,Cladribine,48
Alabama,Clarithromycin,6071
Alabama,Clemastine Fumarate,118
Alabama,Clindamycin Hcl,53308
Alabama,Clindamycin In 0.9 % Sod Chlor,29
Alabama,Clindamycin Palmitate Hcl,133
Alabama,Clindamycin Phos/Benzoyl Perox,211
Alabama,Clindamycin Phosphate,6349
Alabama,Clindamycin Phosphate/D5w,13
Alabama,Clobazam,1069
Alabama,Clobetasol Propionate,22972
Alabama,Clobetasol Propionate/Emoll,434
Alabama,Clocortolone Pivalate,23
Alabama,Clomiphene Citrate,94
Alabama,Clomipramine Hcl,1210
Alabama,Clonazepam,238505
Alabama,Clonidine,11535
Alabama,Clonidine Hcl,106196
Alabama,Clopidogrel Bisulfate,252428
Alabama,Clorazepate Dipotassium,4416
Alabama,Clotrimazole,6449
Alabama,Clotrimazole/Betamethasone Dip,26823
Alabama,Clozapine,9775
Alabama,Cobicistat,25
Alabama,Cobimetinib Fumarate,20
Alabama,Codeine Sulfate,114
Alabama,Codeine/Butalbital/Asa/Caffein,515
Alabama,Colchicine,37254
Alabama,Colesevelam Hcl,9418
Alabama,Colestipol Hcl,10046
Alabama,Colistin (Colistimethate Na),77
Alabama,Collagenase Clostridium Hist.,4813
Alabama,Corticotropin,235
Alabama,Crisaborole,298
Alabama,Crizotinib,48
Alabama,Cromolyn Sodium,416
Alabama,Cyclobenzaprine Hcl,123102
Alabama,Cyclopentolate Hcl,203
Alabama,Cyclophosphamide,115
Alabama,Cyclosporine,23011
Alabama,"Cyclosporine, Modified",873
Alabama,Cyproheptadine Hcl,8708
Alabama,Dabigatran Etexilate Mesylate,10521
Alabama,Dabrafenib Mesylate,137
Alabama,Dalbavancin Hcl,547
Alabama,Dalfampridine,1933
Alabama,"Dalteparin Sodium,porcine",16
Alabama,Danazol,160
Alabama,Dantrolene Sodium,1062
Alabama,Dapagliflozin Propanediol,17279
Alabama,Dapagliflozin/Metformin Hcl,2583
Alabama,Dapagliflozin/Saxagliptin Hcl,61
Alabama,Dapsone,2102
Alabama,Daptomycin,3140
Alabama,Daratumumab,44
Alabama,Darbepoetin Alfa In Polysorbat,73
Alabama,Darifenacin Hydrobromide,429
Alabama,Darolutamide,204
Alabama,Darunavir Ethanolate,1941
Alabama,Darunavir/Cob/Emtri/Tenof Alaf,1302
Alabama,Darunavir/Cobicistat,1764
Alabama,Dasatinib,654
Alabama,Decitabine/Cedazuridine,28
Alabama,Deferasirox,460
Alabama,Deferiprone,16
Alabama,Delafloxacin Meglumine,14
Alabama,Demeclocycline Hcl,241
Alabama,Denosumab,2815
Alabama,Desipramine Hcl,619
Alabama,Desloratadine,3194
Alabama,Desloratadine/Pseudoephedrine,27
Alabama,Desmopressin (Nonrefrigerated),525
Alabama,Desmopressin Acetate,2918
Alabama,Desog-E.Estradiol/E.Estradiol,86
Alabama,Desogestrel-Ethinyl Estradiol,214
Alabama,Desonide,2788
Alabama,Desoximetasone,2494
Alabama,Desvenlafaxine,85
Alabama,Desvenlafaxine Succinate,14500
Alabama,Deutetrabenazine,2700
Alabama,Dexamethasone,27947
Alabama,Dexamethasone Sodium Phosp/Pf,23
Alabama,Dexamethasone Sodium Phosphate,2571
Alabama,Dexlansoprazole,24903
Alabama,Dexmethylphenidate Hcl,1316
Alabama,Dextroamphetamine Sulfate,1719
Alabama,Dextroamphetamine/Amphetamine,58060
Alabama,Dextromethorphan Hbr/Quinidine,10002
Alabama,Dextrose 5 % And 0.9 % Nacl,143
Alabama,Dextrose 5 % In Water,458
Alabama,Dextrose 5 %-0.45 % Sod Chlord,457
Alabama,Dextrose 5%-Lactated Ringers,55
Alabama,Diazepam,55041
Alabama,Diazoxide,25
Alabama,Diclofenac Epolamine,1786
Alabama,Diclofenac Potassium,3799
Alabama,Diclofenac Sodium,176392
Alabama,Diclofenac Sodium/Misoprostol,1666
Alabama,Diclofenac Submicronized,204
Alabama,Dicloxacillin Sodium,405
Alabama,Dicyclomine Hcl,54052
Alabama,Difenoxin Hcl/Atropine Sulfate,25
Alabama,Diflorasone Diacetate,271
Alabama,Diflunisal,121
Alabama,Difluprednate,7215
Alabama,Digoxin,36695
Alabama,Dihydroergotamine Mesylate,149
Alabama,Diltiazem Hcl,133663
Alabama,Dimethyl Fumarate,1947
Alabama,"Diph,pertuss(Acell),tet Vac/Pf",1895
Alabama,Diphenhydramine Hcl,1144
Alabama,Diphenoxylate Hcl/Atropine,17772
Alabama,"Diphth,pertuss(Acell),tet Vac",6808
Alabama,Dipyridamole,628
Alabama,Diroximel Fumarate,49
Alabama,Disopyramide Phosphate,156
Alabama,Disulfiram,209
Alabama,Divalproex Sodium,92950
Alabama,Dobutamine Hcl,50
Alabama,Docetaxel,18
Alabama,Dofetilide,2029
Alabama,Dolutegravir Sodium,6261
Alabama,Dolutegravir Sodium/Lamivudine,379
Alabama,Dolutegravir/Rilpivirine,1086
Alabama,Donepezil Hcl,161925
Alabama,Doravirine,246
Alabama,Doravirine/Lamivu/Tenofov Diso,20
Alabama,Dorzolamide Hcl,13011
Alabama,Dorzolamide Hcl/Timolol Maleat,33171
Alabama,Dorzolamide/Timolol/Pf,985
Alabama,Doxazosin Mesylate,34740
Alabama,Doxepin Hcl,33406
Alabama,Doxycycline Hyclate,105242
Alabama,Doxycycline Monohydrate,22759
Alabama,Dronabinol,3589
Alabama,Dronedarone Hcl,9972
Alabama,Drospirenone/Estradiol,24
Alabama,Droxidopa,402
Alabama,Dulaglutide,60258
Alabama,Duloxetine Hcl,239759
Alabama,Dupilumab,2576
Alabama,Durvalumab,21
Alabama,Dutasteride,14444
Alabama,Dutasteride/Tamsulosin Hcl,1431
Alabama,Duvelisib,25
Alabama,Econazole Nitrate,1405
Alabama,Eculizumab,114
Alabama,Edaravone,134
Alabama,Edoxaban Tosylate,154
Alabama,Efavirenz,549
Alabama,Efavirenz/Emtricit/Tenofovr Df,865
Alabama,Efavirenz/Lamivu/Tenofov Disop,19
Alabama,Efinaconazole,437
Alabama,Elagolix Sodium,98
Alabama,Eletriptan Hydrobromide,1075
Alabama,Elexacaftor/Tezacaftor/Ivacaft,362
Alabama,Eltrombopag Olamine,537
Alabama,Eluxadoline,902
Alabama,Elviteg/Cob/Emtri/Tenof Alafen,2217
Alabama,Elviteg/Cob/Emtri/Tenofo Disop,196
Alabama,Empaglifloz/Linaglip/Metformin,79
Alabama,Empagliflozin,47761
Alabama,Empagliflozin/Linagliptin,2166
Alabama,Empagliflozin/Metformin Hcl,4399
Alabama,Emtricita/Rilpivirine/Tenof Df,97
Alabama,Emtricitab/Rilpiviri/Tenof Ala,1624
Alabama,Emtricitabine,161
Alabama,Emtricitabine/Tenofov Alafenam,5297
Alabama,Emtricitabine/Tenofovir (Tdf),1377
Alabama,Enalapril Maleate,37145
Alabama,Enalapril/Hydrochlorothiazide,3772
Alabama,Enasidenib Mesylate,34
Alabama,Encorafenib,65
Alabama,Enoxaparin Sodium,6085
Alabama,Entacapone,1850
Alabama,Entecavir,629
Alabama,Enzalutamide,3057
Alabama,Epinastine Hcl,912
Alabama,Epinephrine,4426
Alabama,Eplerenone,2503
Alabama,Epoetin Alfa,521
Alabama,Epoetin Alfa-Epbx,309
Alabama,Erdafitinib,11
Alabama,Erenumab-Aooe,7110
Alabama,Ergocalciferol (Vitamin D2),100
Alabama,Ergotamine Tartrate/Caffeine,54
Alabama,Erlotinib Hcl,89
Alabama,Ertapenem Sodium,1983
Alabama,Ertugliflozin Pidolate,151
Alabama,Ertugliflozin/Sitagliptin,39
Alabama,Erythromycin Base,14421
Alabama,Erythromycin Base In Ethanol,218
Alabama,Erythromycin Ethylsuccinate,88
Alabama,Erythromycin Stearate,11
Alabama,Erythromycin/Benzoyl Peroxide,63
Alabama,Escitalopram Oxalate,204852
Alabama,Esketamine Hcl,23
Alabama,Eslicarbazepine Acetate,2850
Alabama,Esomeprazole Magnesium,87784
Alabama,Estazolam,76
Alabama,Estradiol,98499
Alabama,Estradiol Acetate,118
Alabama,Estradiol Cypionate,272
Alabama,Estradiol Valerate,149
Alabama,Estradiol/Levonorgestrel,52
Alabama,Estradiol/Norethindrone Acet,2486
Alabama,Estradiol/Progesterone,11
Alabama,"Estrogen,con/M-Progest Acet",2176
Alabama,"Estrogens, Conjugated",17679
Alabama,"Estrogens,conj/Bazedoxifene",165
Alabama,"Estrogens,esterified",173
Alabama,Eszopiclone,8241
Alabama,Etanercept,5870
Alabama,Ethacrynic Acid,99
Alabama,Ethambutol Hcl,1179
Alabama,Ethinyl Estradiol/Drospirenone,336
Alabama,Ethosuximide,191
Alabama,Ethynodiol D-Ethinyl Estradiol,67
Alabama,Etodolac,8709
Alabama,Etonogestrel/Ethinyl Estradiol,83
Alabama,Etoposide,13
Alabama,Etravirine,435
Alabama,Everolimus,426
Alabama,Evolocumab,14945
Alabama,Exemestane,4756
Alabama,Exenatide,464
Alabama,Exenatide Microspheres,8548
Alabama,Ezetimibe,89499
Alabama,Ezetimibe/Simvastatin,4213
Alabama,Famciclovir,3222
Alabama,Famotidine,141217
Alabama,Famotidine/Pf,56
Alabama,Fat Emulsion/Olive/Soy/Phospho,230
Alabama,Fat Emulsions,390
Alabama,Febuxostat,8268
Alabama,Fedratinib Dihydrochloride,13
Alabama,Felbamate,504
Alabama,Felodipine,8609
Alabama,Fenofibrate,50710
Alabama,Fenofibrate Nanocrystallized,30621
Alabama,"Fenofibrate,micronized",10047
Alabama,Fenofibric Acid (Choline),4625
Alabama,Fenoprofen Calcium,381
Alabama,Fentanyl,24450
Alabama,Fentanyl Citrate,14
Alabama,Ferric Citrate,5543
Alabama,Fesoterodine Fumarate,5249
Alabama,Fidaxomicin,178
Alabama,Filgrastim,64
Alabama,Filgrastim-Aafi,19
Alabama,Filgrastim-Sndz,154
Alabama,Finasteride,72213
Alabama,Fingolimod Hcl,1013
Alabama,Flavoxate Hcl,358
Alabama,Flecainide Acetate,23248
Alabama,Fluconazole,104292
Alabama,"Fluconazole In Nacl,iso-Osm",62
Alabama,Fludrocortisone Acetate,8636
Alabama,Flunisolide,846
Alabama,Fluocinolone Acetonide,1770
Alabama,Fluocinolone Acetonide Oil,1672
Alabama,Fluocinolone/Shower Cap,943
Alabama,Fluocinonide,10730
Alabama,Fluocinonide/Emollient Base,194
Alabama,Fluoride (Sodium),1038
Alabama,Fluorometholone,7115
Alabama,Fluorometholone Acetate,123
Alabama,Fluorouracil,7102
Alabama,Fluoxetine Hcl,113373
Alabama,Fluphenazine Decanoate,3238
Alabama,Fluphenazine Hcl,4622
Alabama,Flurandrenolide,85
Alabama,Flurazepam Hcl,75
Alabama,Flurbiprofen,704
Alabama,Flurbiprofen Sodium,40
Alabama,Flutamide,72
Alabama,Fluticasone Furoate,4643
Alabama,Fluticasone Propion/Salmeterol,52680
Alabama,Fluticasone Propionate,226866
Alabama,Fluticasone/Umeclidin/Vilanter,49722
Alabama,Fluticasone/Vilanterol,64148
Alabama,Fluvastatin Sodium,221
Alabama,Fluvoxamine Maleate,5173
Alabama,Folic Acid,259
Alabama,Fondaparinux Sodium,71
Alabama,Formoterol Fumarate,85
Alabama,Fosamprenavir Calcium,56
Alabama,Fosaprepitant Dimeglumine,67
Alabama,Fosfomycin Tromethamine,390
Alabama,Fosinopril Sodium,10455
Alabama,Fosinopril/Hydrochlorothiazide,753
Alabama,Fostamatinib Disodium,25
Alabama,Fremanezumab-Vfrm,896
Alabama,Frovatriptan Succinate,271
Alabama,Fulvestrant,73
Alabama,Furosemide,442838
Alabama,Gabapentin,637491
Alabama,Gabapentin Enacarbil,467
Alabama,Galantamine Hbr,3373
Alabama,Galcanezumab-Gnlm,5006
Alabama,Ganciclovir,178
Alabama,Gatifloxacin,195
Alabama,Gemcitabine Hcl,58
Alabama,Gemfibrozil,18835
Alabama,"Gentamicin In Nacl, Iso-Osm",29
Alabama,Gentamicin Sulfate,8215
Alabama,Glatiramer Acetate,2057
Alabama,Glecaprevir/Pibrentasvir,300
Alabama,Glimepiride,124631
Alabama,Glipizide,108385
Alabama,Glipizide/Metformin Hcl,5478
Alabama,Glucagon,458
Alabama,Glucagon Hcl,19
Alabama,"Glucagon,human Recombinant",1930
Alabama,Glutamine,43
Alabama,Glyburide,2862
Alabama,"Glyburide,micronized",153
Alabama,Glyburide/Metformin Hcl,1433
Alabama,Glycopyrrol/Nebulizer/Accessor,91
Alabama,Glycopyrrolate,4723
Alabama,Glycopyrrolate/Formoterol Fum,2269
Alabama,Glycopyrrolate/Neb.Accessories,293
Alabama,Glycopyrronium Tosylate,15
Alabama,Golimumab,425
Alabama,Gr Pol-Orc/Sw Ver/Rye/Kent/Tim,12
Alabama,Granisetron,235
Alabama,Granisetron Hcl,25
Alabama,Griseofulvin Ultramicrosize,54
Alabama,"Griseofulvin, Microsize",238
Alabama,Guanfacine Hcl,2693
Alabama,Guselkumab,279
Alabama,Haemoph B Poly Conj-Tet Tox/Pf,16
Alabama,Halcinonide,20
Alabama,Halobetasol Propion/Tazarotene,54
Alabama,Halobetasol Propionate,3505
Alabama,Haloperidol,16592
Alabama,Haloperidol Decanoate,7925
Alabama,Haloperidol Lactate,1507
Alabama,"Heparin Sodium,porcine",74
Alabama,Hepatitis A And B Vaccine/Pf,333
Alabama,Hepatitis A Virus Vaccine/Pf,353
Alabama,Hepatitis B Virus Vaccine/Pf,55
Alabama,Hpv Vaccine 9-Valent/Pf,30
Alabama,Hydralazine Hcl,125840
Alabama,Hydrochlorothiazide,351259
Alabama,Hydrocodone Bitartrate,2270
Alabama,Hydrocodone/Acetaminophen,851973
Alabama,Hydrocodone/Ibuprofen,3223
Alabama,Hydrocortisone,28792
Alabama,Hydrocortisone Butyrate,285
Alabama,Hydrocortisone Butyrate/Emoll,22
Alabama,Hydrocortisone Sod Succinate,27
Alabama,Hydrocortisone Sodium Succ/Pf,125
Alabama,Hydrocortisone Valerate,600
Alabama,Hydrocortisone/Acetic Acid,312
Alabama,Hydrocortisone/Pramoxine,118
Alabama,Hydromorphone Hcl,7954
Alabama,Hydroxychloroquine Sulfate,61680
Alabama,Hydroxyprogesterone Caproat/Pf,14
Alabama,Hydroxypropyl Cellulose,20
Alabama,Hydroxyurea,7335
Alabama,Hydroxyzine Hcl,57645
Alabama,Hydroxyzine Pamoate,26282
Alabama,Hyoscyamine Sulfate,324
Alabama,Ibalizumab-Uiyk,25
Alabama,Ibandronate Sodium,10606
Alabama,Ibrutinib,3527
Alabama,Ibuprofen,92804
Alabama,Ibuprofen/Famotidine,286
Alabama,Icatibant Acetate,196
Alabama,Icosapent Ethyl,26566
Alabama,Idelalisib,47
Alabama,"Igg/Hyaluronidase,recombinant",26
Alabama,Iloperidone,633
Alabama,Imatinib Mesylate,2215
Alabama,Imipenem/Cilastatin Sodium,133
Alabama,Imipramine Hcl,5835
Alabama,Imipramine Pamoate,124
Alabama,Imiquimod,1479
Alabama,Immun Glob G(Igg)-Ifas/Glycine,271
Alabama,Immun Glob G(Igg)/Gly/Iga 0-50,1019
Alabama,Immun Glob G(Igg)/Gly/Iga Ov50,1666
Alabama,Immun Glob G(Igg)/Pro/Iga 0-50,1564
Alabama,Immun Glob G/Gly/Gluc/Iga 0-50,11
Alabama,Immun Glob G/Sorb/Gly/Iga 0-50,166
Alabama,Immun Globg(Igg)/Malt/Iga Ov50,313
Alabama,Immune Globul G/Gly/Iga Avg 46,1906
Alabama,"Immune Globulin,gamma(Igg)klhw",11
Alabama,Indapamide,10090
Alabama,Indomethacin,6393
Alabama,Infliximab,396
Alabama,Infliximab-Dyyb,16
Alabama,Ingenol Mebutate,92
Alabama,Insulin Admin. Supplies,15
Alabama,Insulin Aspart,44277
Alabama,Insulin Aspart (Niacinamide),597
Alabama,Insulin Aspart Prot/Insuln Asp,10400
Alabama,Insulin Degludec,43800
Alabama,Insulin Degludec/Liraglutide,1377
Alabama,Insulin Detemir,53881
Alabama,"Insulin Glargine,hum.Rec.Anlog",143427
Alabama,Insulin Glargine/Lixisenatide,3178
Alabama,Insulin Glulisine,164
Alabama,Insulin Lispro,49252
Alabama,Insulin Lispro Protamin/Lispro,12337
Alabama,Insulin Nph Hum/Reg Insulin Hm,28459
Alabama,Insulin Nph Human Isophane,6646
Alabama,Insulin Pump Cartridge,732
Alabama,"Insulin Regular, Human",13149
Alabama,"Interferon Alfa-2b,recomb.",50
Alabama,Interferon Beta-1a,1052
Alabama,Interferon Beta-1a/Albumin,817
Alabama,Interferon Beta-1b,705
Alabama,Ipratropium Bromide,23183
Alabama,Ipratropium/Albuterol Sulfate,23557
Alabama,Irbesartan,38231
Alabama,Irbesartan/Hydrochlorothiazide,13179
Alabama,Irinotecan Hcl,13
Alabama,Isavuconazonium Sulfate,92
Alabama,Isoniazid,247
Alabama,Isosorbide Dinit/Hydralazine,2577
Alabama,Isosorbide Dinitrate,18105
Alabama,Isosorbide Mononitrate,92616
Alabama,Isotretinoin,238
Alabama,Isradipine,203
Alabama,Istradefylline,129
Alabama,Itraconazole,570
Alabama,Ivabradine Hcl,772
Alabama,Ivermectin,2170
Alabama,Ivosidenib,47
Alabama,Ixazomib Citrate,474
Alabama,Ixekizumab,767
Alabama,Ketoconazole,37614
Alabama,Ketoprofen,57
Alabama,Ketorolac Tromethamine,19896
Alabama,L-Norgest/E.Estradiol-E.Estrad,120
Alabama,Labetalol Hcl,23345
Alabama,Lacosamide,16827
Alabama,Lactulose,27332
Alabama,Lamivudine,1012
Alabama,Lamivudine/Zidovudine,385
Alabama,Lamotrigine,56930
Alabama,Lanadelumab-Flyo,158
Alabama,Lanreotide Acetate,78
Alabama,Lansoprazole,21876
Alabama,Lansoprazole/Amoxiciln/Clarith,32
